"issuekey","created","storypoint","context","codesnippet","t_Task","t_Story","t_Bug","t_New.Feature","c_Schema","c_CRUD","c_Real.Time.Server.Stats","c_UI...UX","c_Document.Validation","c_Stability","c_Query.Bar","c_First.Run","c_Connectivity","c_DDL","c_Performance","c_Research...Design","c_Plugins","c_Packaging","c_Navigation","c_Misc","c_Compass","c_Query","c_Electron","c_Auto.Updates","c_Export.to.Language","c_Aggregation.pipeline","c_Metrics","c_Grammar","c_Tech.debt","c_Intercom","c_Atlas","c_Telemetry.Data","c_Installation","c_CI","c_Language.Modes","c_Blog","c_schema.rs","c_Build","c_Favorites","c_Security","c_Explain","c_Webpack","c_React","c_Collection","c_Header","c_Sidebar","c_Views","c_Windows.Installer","c_Release","c_Maps","c_Import.Export"
"COMPASS-1901","09/04/2017 03:43:01",3,"Implement CRUD loading spinners/ripples/animations ""Add loading spinners in places known to be slow.    h4. Scenario  1. Visit data.mongodb.parts  2. Open mercedes.laps_31k_x_4k5 dataset, documents tab (Issue 1, Issue 2)  3. Click """"Show 1000 more fields""""  4. Double click on a field (after the first 25) to edit it, rendering the 1025 fields (or 2025 or more if the user went further) can take a long time (Issue 3)    h4. Issue 1  Fetching data from the server can take an unbounded amount of time (e.g. server never responds, server under a DDoS attack, rogue queries, etc).    !Thinking about remaining bottlenecks post disable chartView and COMPASS-1786.png|thumbnail!     Solution: Reuse the existing loading spinner for loading more documents:   !Network activity loading spinner.png|thumbnail!     h4. Issue 2  See COMPASS-1764    Example with 110,592 fields (48^3):    !perf.crazy_keys_48.png|thumbnail!     h4. Issue 3  As rendering can take a long time, the naive fix here is to let the user know it can take a long time with a rendering/loading text or spinner, depending on whether the UI is locked.    Aside: Longer term, getting field-based updates to work would allow the user to project only the fields they care about and then update just those fields, but there are no current plans to implement this.    Aside 2: This issue only affects edit mode, where the user has double-clicked on the specific field they wish to edit. Specifically clone, loading, cancel, update success and delete can all drop back to rendering just 25 fields, as they have no specific requirement to maintain the user's current context, and so are not affected.    Aside 3: Table view (COMPASS-652) if it got filtering of fields may also resolve this, as might adding a filter fields box into CRUD itself.""","",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2282","11/06/2017 20:58:33",3,"As a user I want to execute a query without leaving my keyboard ""As a user I want to execute a query without leaving my keyboard so I can be more agile and not have to use the mouse.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2299","11/13/2017 11:46:30",5,"User Provides DNS Wildcard for CSP ""Allow the user to enter a DNS wildcard value to add to the CSP.    Acceptance Criteria:  - User selects a CSP directive.  - Use may enter multiple DNS wildcard values for the directive.    ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2300","11/13/2017 11:48:12",5,"Compass Stores User Provided CSP ""Compass persists the user provided CSP.    Acceptance Criteria:  - Clicking on save will persist the CSP to disk (user data dir).  - On plugin initialization the CSP is loaded from disk (user data dir).""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2301","11/13/2017 11:50:11",5,"Make Application index.html a Template ""Make the Compass index.html a template.    Acceptance Criteria:  - Make template with area to insert a CSP into the meta tags.  - Compass generates a new html file to load via browserWindow.loadURL() on start up from the template and the user saved CSP.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2381","11/30/2017 07:57:05",3,"As a user I would like visual feedback when executing queries ""As a user I would like visual feedback when executing queries so that I can tell that the operation was sent to the server and is currently in progress (remove uncertainty).     From Joe:    In Compass (all versions up to 1.10.1.0) long running queries give no feedback when running or when completed. As a result you have to spot the number of results changing to determine if a query is complete. I have attached a screen capture demonstrating this. Sorry about the background noise on the video. I was in an airport lounge :-)    ""","",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2406","12/15/2017 11:47:31",1,"As a user I am confused between when the reset button takes the place of the Analyze button ""As a user I am confused between when the reset button takes the place of the Analyze button and I find myself hitting refresh by mistake when I really want to analyze.""","",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2470","01/23/2018 19:41:30",1,"Compass app quits when last window is closed on macOS ""On Compass 1.11.1, the whole Compass app quits when the last window is closed.     This creates friction if the user intends to create a new window/connection - they are forced to search for and open Compass again. On macOS, it is customary for the app to stay open even when there are no running windows or sessions; quitting is an explicit step by the user rather than implicit by the developer. For reference, Slack does not quit if the last window is closed. ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2553","02/20/2018 14:15:41",2,"Create Auto Update Plugin ""Create the auto update plugin.    Acceptance Criteria:  - Create the repo  - Generate the plugin from the template.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2554","02/20/2018 14:16:46",5,"Create Auto Update Component ""Create the Auto Update Component    Acceptance Criteria:  - Create the component.  - Component displays if update available  - Component displays new version number.  - Component displays release notes.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2590","03/05/2018 16:13:04",3,"Write a ECMAScript generator ""Write a custom visitor that can visit the AST produced by COMPASS-2589     Support literals, arithmetic, etc. without any BSON-specific support. No need for assignments/functions/anything higher-order.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2591","03/05/2018 16:14:35",3,"Expand ECMAScript visitor to objects/arrays ""Resulting language is basically JSON without any BSON-specific objects.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2592","03/05/2018 16:16:02",3,"Expand ECMAScript visitor to BSON type constructors ""Add support for each BSON type, but not built-in methods or utils. Can be split into smaller tickets for each subtype if multiple people are working on it at the same time.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2593","03/05/2018 16:19:36",3,"Expand ECMAScript visitor to language-specific built-in types ""dates, regex, etc.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2602","03/05/2018 16:40:14",3,"Expand Java generator to BSON object built-in functions ""Expand the bson objects so that the functions in the `supports` column of the 'Export to Language Spec' tables. Can be split into smaller tickets for each subtype if multiple people are working on it at the same time.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2612","03/07/2018 19:30:43",5,"Pretty print generated code ""ace editor is taking the generated code and just pastes in as is without formatting it properly. this ticket is meant to figure out formatting on setValue as well as setting up ability to change syntax highlighting / formatting based on output language""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2621","03/09/2018 11:22:08",3,"Add BSON type constructors to python symbol table ""Add python template to the symbol table for each BSON constructor. Blocked by COMPASS-2727""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2622","03/09/2018 11:23:23",5,"Add BSON constants or utils to Python symbol table ""Add python template to the symbol table for each BSON constant/util. Blocked by COMPASS-2727 and needs to be done after COMPASS-2621""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2623","03/09/2018 11:26:06",5,"Add BSON object built-in functions to Python symbol table ""Add python template to the symbol table for each BSON object method. Blocked by COMPASS-2727. Has to be done after COMPASS-2621  ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2626","03/09/2018 11:59:17",3,"Expand C# generator to BSON type constructors ""Add C# template to the symbol table for each BSON constructor. Blocked by COMPASS-2727""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2627","03/09/2018 11:59:29",5,"Add BSON object built-in functions to C# symbol table ""Add C# template to the symbol table for each BSON object method. Blocked by COMPASS-2727 and needs to happen after COMPASS-2626""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2628","03/09/2018 11:59:41",5,"Add BSON constants or utils to C# symbol table ""Add C# template to the symbol table for each BSON constant or util. Blocked by COMPASS-2727, and needs to be done after COMPASS-2626""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2695","03/26/2018 03:40:14",2,"write c# test cases ""This task is meant to correct / input test cases for c#. C# results should be accurate code, but tests don't have to be yet passing.    This task also involves researching how c# handles bson / how the language works a bit.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2716","04/03/2018 20:20:14",5,"Add Snippets to Query Operators ""Add snippets to each of the query operator constants.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2717","04/03/2018 20:21:56",3,"Move Ace Autocomplete Constants to Separate Module ""Move the autocomplete constants to a separate module for reuse in Charts.    AC:  - Create mongodb-ace-autocompletions  - Move constants in agg pipeline builder to the new module.  - Publish module.  - Use module in agg pipeline builder.""","",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2719","04/03/2018 22:12:42",5,"Kill Long Running Pipelines ""For pipeline stages that are taking a long time to run (ex match without index), look at more optimizations or killing stages.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2722","04/05/2018 16:20:32",1,"Add allowDiskUse to agg pipeline execution ""Add allowDiskUse flag to agg pipeline queries.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2723","04/05/2018 16:26:01",5,"Increase Intelligence of Stage Editor ""Have the autocompleter suggest better items based on context.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2724","04/05/2018 16:47:14",8,"Agg Pipeline Execution Rules ""- $limit before $group, $sort (long running ops)  - $match nothing before to prevent index use.  - remove $sample completely  - Add maxTimeMS to each preview and allow user to re-execute.    ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2727","04/05/2018 19:13:45",3,"Abstract templates from symbol table ""This needs to happen before we can do anything else.     Right now the symbol table just has the java templates directly in them, but we need a way for each code generator to fill out the template and argTemplates with the correct language.    Should we put it in a separate file, and have a """"loader"""" that fills out the symbol table with the template?    Should we have a separate """"templates"""" object?    Should we just copy + paste the SymbolTable.js and fill out the correct templates for each target language, then worry about abstracting it away later?""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2737","04/11/2018 13:35:10",5,"Progressive Backoff With MaxTimeMS ""Allow users to progressively increase the max time ms setting up to a max amount.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2742","04/13/2018 12:21:45",2,"Add Link to Create Atlas Cluster ""Create a link to create an atlas cluster.    AC:  - Add the component to the connect window sidebar.  - Clicking on the link opens the sign-up page in Atlas in a browser.""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2743","04/13/2018 12:22:42",1,"Track Create Atlas Cluster Link Clicks ""Add tracking each time a user clicks on the create Atlas cluster link.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2749","04/16/2018 08:44:59",3,"Implement Export to language UI ""Designs are here: https://jira.mongodb.org/browse/COMPASS-2675""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2750","04/16/2018 15:10:12",3,"Add Telemetry Data to Aggregation Pipeline ""Add Telemetry Data to Aggregation Pipeline:    - Pipeline length  - User scrolling through documents.  - Pipeline Error Rate  - Stage Operators""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2751","04/16/2018 15:11:34",5,"Import Pipeline ""Add the ability to import an aggregation pipeline into the builder.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2754","04/17/2018 14:33:31",3,"Figure out how to test non-symmetric translations ""Right now our test suite expects all translations to be symmetric, but that's not always possible (especially as our generated code gets more idiomatic).     For example, Code in javascript can accept a function or a string, but in shell it only accepts a string.    Javascript --> Shell:      Shell --> Javascript     ""","  Code(function(x){console.log(x)};) --> Code(""""function(x){console.log(x)};"""")    Code(""""function(x){console.log(x)};"""") --> Code(""""function(x){console.log(x)};"""")  ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2755","04/17/2018 18:23:11",3,"Explicitly indicate a view ""h3. User story  As a Compass user  I want to distinguish views from collections  So that I easily understand what I am selecting in the sidebar or in the list of collections    h3. Acceptance criteria  - Views are represented with an intuitive icon in the sidebar  - Views appear after Collections in the sidebar  - Views appear after Collections in the [Views and Collections screen|https://mongodb.invisionapp.com/share/ZKQDF41YGSJ#/screens/350992753]  - In the Views and Collections screen, Views are displayed with the collection (or view) they are based on    h4. Original description  bq. Currently a view is distinguished from """"normal"""" collection with a lock side its name. A more explicit way should be used to indicate a view.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2760","04/18/2018 15:58:50",5,"make bson-compilers work in the browser ""currently to consume this package, you need to be running a node environment as all the symbol tables get joined dynamically with 'path'.    Need to consider a browserify transform that gets triggered on 'npm prepublish' and packages up a pure javascript module.    https://www.npmjs.com/package/path-browserify and https://www.npmjs.com/package/brfs will probably do the trick.  ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2761","04/18/2018 18:23:12",3,"As a Compass user, I need support for $near and $nearSphere ""Current support for $geoWithin in Compass does not return a sorted list of matching points.    ""","",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2766","04/18/2018 21:55:52",3,"Set default numeric type ""For example, numeric literals are doubles in the shell and javascript, but in java they are 32-bit integers. Ensure we're being consistent with integer types.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2774","04/25/2018 13:56:06",5,"Upgrade CRUD Plugin to React 16 ""Update the CRUD Plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Update dependencies to support changes and fix issues.  - Release new major version for Cloud.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2775","04/25/2018 13:57:50",5,"Upgrade Aggregations Plugin to React 16 ""Update aggregations plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2776","04/25/2018 14:07:44",3,"Update Import/Export to React 16 ""Update import/export plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2777","04/25/2018 14:09:03",3,"Update Collection Stats to React 16 ""Update collection stats plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.  - Open source plugin.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2778","04/25/2018 14:10:03",3,"Update Connect to React 16 ""Update connect plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2779","04/25/2018 14:11:17",5,"Update Connect Auth Roles to React 16 ""Update connect auth plugins plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2780","04/25/2018 14:12:38",3,"Update Document Validation to React 16 ""Update document validation plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2781","04/25/2018 14:13:49",3,"Update Deployment Awareness to React 16 ""Update deployment awareness plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2782","04/25/2018 14:14:51",3,"Update Query History to React 16 ""Update query history plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2783","04/25/2018 14:15:45",3,"Update Security Plugin to React 16 ""Update secutiry plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2784","04/25/2018 14:16:19",2,"Update Instance Plugin to React 16 ""Update instance plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2785","04/25/2018 14:17:08",3,"Update Server Stats Plugin to React 16 ""Update server stats plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2786","04/25/2018 14:18:06",2,"Update Server Version to React 16 ""Update server version plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2787","04/25/2018 14:18:56",2,"Update SSH Tunnel Status to React 16 ""Update ssh tunnel status plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2788","04/25/2018 14:19:52",2,"Update Status to React 16 ""Update status plugin to React 16:    AC:  - Update to React 16.3.2  - Update Enzyme to 3.3.0  - Bump apiVersion to 2.0.0  - Fix dependencies and failures.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2789","04/25/2018 15:27:20",5,"get export to language modal to be worked in compass ""The Idea™ at the moment is to get start off in compass main repo and create a dropdown to include the current history feature and export to language.    To trigger both history and export components, generate an event on the global app registry – `global.hadronApp.appRegistry`.    Then get export to language to listen in the `store.onActivated` for the above ^ event to be dispatched.    A good example to see something like this working is in import-export plugin.    -*Update:* use these two events to get the query bar – open-aggregation-export-to-language, open-query-export-to-language-    -*Update2:* once the event is 'caught' in store.onActivated, dispatch an event to be handled in export-query.js module. The event in export-query.js should change the state to have an inputQuery passed in from aggregation/querybar.-    *Update3:* check that this actually works with the compass branch that has the appRegistry events; need to send back the close button event""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2797","05/01/2018 15:00:30",1,"Figure out how to handle elisions in java ""Elisions in javascript: [,,1, 2] --> [undefined, 1, 2]    Won't work in java because doing `.append(""""array with leading elision"""", Arrays.asList(null, """"1"""", """"2"""")) will throw a null pointer exception.`         Use BsonUndefined     ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMPASS-2802","05/02/2018 13:22:09",1,"RTSS Still Polling on Auth Errors ""Investigate and fix RTSS still polling when an authentication error is encountered.""","",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
