"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Improvement","t_Bug","t_Task","t_Build.Failure","t_Question","t_Problem.Ticket","t_Incident","t_Sub.task","c_app","c_legacy.ui","c_perf.tools","c_platform","c_ui","c_ops"
"EVG-2612","01/18/2018 19:43:45",1,"Taskrunner puts agent on host even though setup script failed to run ""https://evergreen.mongodb.com/host/sir-f4d86fzg""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2613","01/19/2018 14:22:47",2,"Add individual task execution data support in the REST v2 API  ""Current Behavior: When requesting task data via the /tasks or /build/xyz/tasks endpoint - only the latest task execution is provided.    Requested Behavior: When requesting task data via the /tasks or /build/xyz/tasks endpoint - either all task executions are provided or by default only the latest is provided with some option to get the whole list.    This is necessary when trying to analyze historical results from New Relic and other data ingestion frameworks.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2617","01/19/2018 16:07:15",2,"Lobster mis-colors sharded passthroughs and mongos ""All primaries are given the same color, regardless of which shard/configsvr they're from.  Ex: https://logkeeper.mongodb.org/lobster/build/657b16b8eac8676156b6eb494e1fac5a/test/5a610b6fbe07c42d9b0ce29b?bookmarks=0%2C24011""","",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"EVG-2618","01/19/2018 20:03:07",1,"The Lobster ""Details"" toolbar dropdown should be hidden by default ""In my workflow I find that I rarely use the tools exposed in the details drop down but have to click """"Hide Details"""" every time I launch as it is overlays log content.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"EVG-2622","01/22/2018 14:26:38",1,"Attached artifacts not associating links to task ""The evergreen command {{attach.artifacts}} is not displaying the associated artifacts.    This is because the artifacts are not being associated to task (in the DB).""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-2623","01/22/2018 14:31:48",2,"Task history page doesn't highlight boxes that match test filter ""The task history page used to make the boxes larger and a different color if they matched the test filter. This isn't happening anymore and the changes from EVG-2354 don't seem to have addressed this.    https://evergreen.mongodb.com/task_history/mongodb-mongo-master/sharding_last_stable_mongos_and_mixed_shards?revision=42c264630fa1e7d5924c291a9eeac6522d70f31e#/coll_epoch_test1.js=fail""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-2624","01/22/2018 14:43:06",1,"Sorting test results by ""sequence"" causes them to display in reverse execution order ""Sorting test results by """"sequence"""" previously would sort with the first test executed by resmoke.py job #0, to the second test executed by resmoke.py job #0, ..., to the first test executed by resmoke.py job #1, etc. The test results are currently being displayed as the last test executed by resmoke.py's last job, etc.    https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_sharding_last_stable_mongos_and_mixed_shards_42c264630fa1e7d5924c291a9eeac6522d70f31e_18_01_20_02_50_28#/sort=Sequence    I suspect this is fallout from the changes from [1f09198|https://github.com/evergreen-ci/evergreen/commit/1f09198b40a03f62233ea382ff8836cc7d4dc359] as part of EVG-2453, where potentially sorting by the empty string previously wouldn't respect {{reverse=true}}. I suspect it is sufficient to change [the {{reverse=true}} line|https://github.com/evergreen-ci/evergreen/blob/3a9201a2c06f318cdffb068c02569a8c12c855ee/public/static/js/task.js#L343] to {{reverse=false}} in order to restore the old behavior.""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-2634","01/23/2018 21:21:05",1,"New Cloud spot provider panics ""https://gist.github.com/bsamek/c46c94a89c76629cf97bc6d116d95816""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9514","01/24/2018 18:34:38",2,"add time to amboy.Job ""for """"created"""" """"start after"""" time.    implementation entirely in Base.    pushed up to interchange. ""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EVG-2637","01/24/2018 20:10:20",1,"Errors are logged for unreachable hosts """"","  { [-]       DNS:  ec2-34-228-199-71.compute-1.amazonaws.com       GUID:  dcc82768226ef6154894e2bada42fe6b       distro:  rhel62-test       error:  error checking if host sir-teqr6fnh is reachable: reachability command encountered error for sir-teqr6fnh: exit status 255       extended:  exit status 255  github.com/evergreen-ci/evergreen/subprocess.(*remoteCmd).Run   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/subprocess/remote_command.go:66  github.com/evergreen-ci/evergreen/hostutil.CheckSSHResponse   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostutil/host_status.go:61  github.com/evergreen-ci/evergreen/cloud.(*ec2SpotManager).IsSSHReachable   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/cloud/ec2_spot.go:174  github.com/evergreen-ci/evergreen/cloud.(*CloudHost).IsSSHReachable   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/cloud/cloud_host.go:45  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).IsHostReady   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:369  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).setupReadyHosts.func1   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:225  runtime.goexit   /opt/go1.8/go/src/runtime/asm_amd64.s:2197  reachability command encountered error for sir-teqr6fnh  github.com/evergreen-ci/evergreen/hostutil.CheckSSHResponse   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostutil/host_status.go:75  github.com/evergreen-ci/evergreen/cloud.(*ec2SpotManager).IsSSHReachable   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/cloud/ec2_spot.go:174  github.com/evergreen-ci/evergreen/cloud.(*CloudHost).IsSSHReachable   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/cloud/cloud_host.go:45  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).IsHostReady   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:369  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).setupReadyHosts.func1   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:225  runtime.goexit   /opt/go1.8/go/src/runtime/asm_amd64.s:2197  github.com/evergreen-ci/evergreen/cloud.(*ec2SpotManager).IsSSHReachable   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/cloud/ec2_spot.go:182  github.com/evergreen-ci/evergreen/cloud.(*CloudHost).IsSSHReachable   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/cloud/cloud_host.go:45  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).IsHostReady   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:369  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).setupReadyHosts.func1   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:225  runtime.goexit   /opt/go1.8/go/src/runtime/asm_amd64.s:2197  error checking if host sir-teqr6fnh is reachable  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).IsHostReady   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:371  github.com/evergreen-ci/evergreen/hostinit.(*HostInit).setupReadyHosts.func1   /data/mci/3214f7994cffca2c1967cb2d129fd831/gopath/src/github.com/evergreen-ci/evergreen/hostinit/setup.go:225  runtime.goexit   /opt/go1.8/go/src/runtime/asm_amd64.s:2197       hostid:  sir-teqr6fnh       message:  host not ready for setup       metadata: { [+]      }       runner:  hostinit   }  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2639","01/25/2018 16:10:52",1,"Do not run reachability checks over SSH for EC2 hosts ""We should verify that the reachability check is not essential for dynamic hosts to receive a new agent. If getting/starting an agent after first launch and after agents exit does not depend on the reachability check, and if dynamic hosts will be reaped if they are idle, then we may be able to restrict reachability checks for static hosts. This will prevent us from reaping dynamic hosts due to ephemeral networking problems.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-2641","01/26/2018 16:21:35",2,"Evergreen claims Github PR patches completed in negative times "" “31 succeeded, 1 failed, 7 other in -2562047h47m16.854775808s”    Steps:  1. Rerun failing task in a github PR patch  2. push another change.     I noticed that ubuntu1604 had several unfinished/unstarted tasks at this time, so the update for the evergreen context never should have been posted.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2642","01/26/2018 16:22:01",1,"js-test failure "" h2. [js-test failed on ubuntu1604|https://evergreen.mongodb.com/task/mci_ubuntu1604_js_test_f03f3cc35188c90c9bcbb8d086664023907acbf4_18_01_26_14_19_31/0]   Host: [ec2-34-228-162-89.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-9t187bbj]  Project: [mci|https://evergreen.mongodb.com/waterfall/mci]     ~BF Ticket Generated by [~john.liu]~ ""","",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"EVG-2644","01/26/2018 17:18:24",1,"Use VPCs in cloud tests ""Switch to using VPC in cloud integration test and switch instance type to t2.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2651","01/28/2018 22:06:42",2,"Display tasks do not show color for previous execution in patches, task history drawer ""https://evergreen.mongodb.com/version/5a6e487ce3c3314e5c002a39  https://evergreen.mongodb.com/task/mci_race_detector_display_lint_caa84e43680cee15e7d6014f6a14eb6484c19ec6_18_01_26_22_18_28""","",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-2653","01/29/2018 14:53:18",1,"dist-test failure ""h2. [dist-test failed on ubuntu1604-arm64|https://evergreen.mongodb.com/task/mci_ubuntu1604_arm64_dist_test_3ae4e4d120b090ad4e258863c72e207f501acdd3_18_01_29_03_14_42/1]     Host: [ec2-107-21-12-112.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-6x6g574h]   Project: [mci|https://evergreen.mongodb.com/waterfall/mci]          ~BF Ticket Generated by [~brian.samek]~  ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-2667","01/29/2018 18:30:17",1,"Commit including a binary on GitHub fails to apply in patch ""We are beta testing the new GitHub PR to EVG patch feature, and I pushed a binary commit to an existing PR.    Unfortunately, every task that checks out our source fails with:    {{{+ git apply --stat /tmp/mcipatch_282431706  [2018/01/29 13:25:47.622] + git apply --binary --whitespace=fix --index  [2018/01/29 13:25:47.629] <stdin>:18: new blank line at EOF.  [2018/01/29 13:25:47.629] +  [2018/01/29 13:25:47.629] error: cannot apply binary patch to 'onprem-setup-setup-onprem_FAILURE.png' without full index line  [2018/01/29 13:25:47.630] error: onprem-setup-setup-onprem_FAILURE.png: patch does not apply}}    See https://evergreen.mongodb.com/version/5a6f6485c9ec447e020004f2""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2669","01/29/2018 19:19:38",1,"test-cloud failure ""h2. [test-cloud failed on ubuntu1604|https://evergreen.mongodb.com/task/mci_ubuntu1604_test_cloud_bcc0a55519c7a7d47898afdc344e71dd2aaf39fc_18_01_29_18_57_11/0]     Host: [ec2-52-91-111-249.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-zt6r7qdk]   Project: [mci|https://evergreen.mongodb.com/waterfall/mci]          ~BF Ticket Generated by [~brian.samek]~  ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-2670","01/29/2018 20:27:50",2,"Allow users to reconfigure tasks for patch builds created through GitHub PR testing ""Dependency: For Performance team, this would be useful if we can trigger sys-perf patch build (head of master) from a PR to 10gen/dsi.    In sys-perf, we have quite a few tasks and some of them run for a long time. We would like to add a couple smoke test tasks, like ycsb_short and mongoshell_short, and configure those to always be triggered automatically when one posts a PR.    But, if I know that my patch is in fact related to the initialsync_logkeeper_WT task, then I should be able to go into the patch build page and schedule that task in addition to the automatically scheduled ones. It should also be possible for a reviewer to do so. (Basically, any MongoDB Inc engineer.)    I'm torn on the question whether it should be allowed to unschedule the automatically added ones. A possible answer is that it should be allowed to do so in evergreen, but if a repo is configured to require certain tests to pass, then failing to run said tests would of course block ability to merge the PR.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2673","01/30/2018 15:37:40",1,"prevent evergreen from running empty updatealls ""or try at least ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2675","01/30/2018 15:39:58",1,"distro page should deco hosts option has incorrect query form  ""Fix issue introduced in EVG-1128""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2676","01/30/2018 15:43:27",1,"clean up middleware  ""we have dropped support for pre-go1.7 which means we can remove some code and do some clean up""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2677","01/30/2018 15:43:28",1,"Log ""X-Cluster-Client-Ip"" header of API calls to Evergreen ""This came out of a discussion with [~cristopher.stauffer]. He had a script running against Evergreen but wasn't sure where it was running. There may be other cases where we would like the IP address of a host making API calls against Evergreen. The load balancer inserts this IP address as the """"X-Cluster-Client-Ip"""". We should include this IP address in the Splunk logs.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2690","01/30/2018 17:04:04",1,"cli host terminate ""panic: terminate flag redefined: h"" ""  ""","  [gabriel@earthshaker mongo]$ cli host  terminate i-07b2f0164fd56f35f  terminate flag redefined: h  panic: terminate flag redefined: h    goroutine 1 [running]:  flag.(*FlagSet).Var(0xc4200764e0, 0x2b95a60, 0xc42012412f, 0x1cfa546, 0x1, 0x1cfde89, 0x9)          /opt/go1.8/go/src/flag/flag.go:793 +0x420  flag.(*FlagSet).BoolVar(0xc4200764e0, 0xc42012412f, 0x1cfa546, 0x1, 0x4d0000, 0x1cfde89, 0x9)          /opt/go1.8/go/src/flag/flag.go:566 +0x70  flag.(*FlagSet).Bool(0xc4200764e0, 0x1cfa546, 0x1, 0x0, 0x1cfde89, 0x9, 0x1)          /opt/go1.8/go/src/flag/flag.go:579 +0x7f  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.BoolFlag.Apply.func1(0x1cfa546, 0x1)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/flag.go:283 +0xa7  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.eachName(0x1cfa540, 0x7, 0xc4204f2a70)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/flag.go:63 +0xb5  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.BoolFlag.Apply(0x1cfa540, 0x7, 0x1cfde89, 0x9, 0x0, 0x0, 0x0, 0x0, 0xc4200764e0)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/flag.go:284 +0x101  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.(*BoolFlag).Apply(0xc42020d640, 0xc4200764e0)          <autogenerated>:21 +0x66  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.flagSet(0x1cfe0d2, 0x9, 0xc420133b40, 0x2, 0x2, 0xc420133b40)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/flag.go:54 +0x7d  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.Command.Run(0x1cfe0d2, 0x9, 0x0, 0x0, 0x0, 0x0, 0x0, 0x1d34652, 0x1c, 0x0, ...)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/command.go:89 +0xd6  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.(*App).RunAsSubcommand(0xc42009a180, 0xc4200de280, 0x0, 0x0)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/app.go:356 +0xa1f  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.Command.startApp(0x1cf5fa4, 0x4, 0x0, 0x0, 0x0, 0x0, 0x0, 0x1d53564, 0x26, 0x0, ...)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/command.go:273 +0x81b  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.Command.Run(0x1cf5fa4, 0x4, 0x0, 0x0, 0x0, 0x0, 0x0, 0x1d53564, 0x26, 0x0, ...)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/command.go:74 +0x142c  github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli.(*App).Run(0xc42009a000, 0xc420010240, 0x4, 0x4, 0x0, 0x0)          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/urfave/cli/app.go:236 +0x5d6  main.main()          /data/mci/ab7e25a7975a6f98a3e0a2d103064034/gopath/src/github.com/evergreen-ci/evergreen/main/evergreen.go:28 +0x53  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2691","01/30/2018 18:46:35",1,"periodically check to activate tasks if batchtime elapses  ""I think we need to:   - refactor out the code that checks to see if tasks need to be activated and run it in its own loop, reasonably regularly, every minute or two.)   - could do this with a very well formed amboy job. ""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2693","01/31/2018 14:58:45",2,"Finish Time is earlier than Start Time for a task ""For the given task, the finish time is before the start time. Additionally, the time taken field appears to have suffered from some rollover miscalculation and the UI does not display the time values.      https://evergreen.mongodb.com/api/rest/v2/tasks/mms_int_INT_JAVA_ATM_patch_5ea54aa42725ca59ac8952f55d54a6e41edf7c69_5a70f937e3c3317d9b001fae_18_01_30_23_01_12""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2697","01/31/2018 15:09:32",1,"Allow tasks to log their post group ""I'm adding this as a placeholder for determining how/if we should log post group commands.""","",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"EVG-2698","01/31/2018 15:31:18",2,"Highlighted text in lobster moves when scrolling ""When you highlight text in lobster, then scroll, the highlighted selection changes.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"EVG-2699","01/31/2018 16:57:45",1,"Agent tests are panicking on Windows ""{{{""""message"""":""""hit panic; adding error"""",""""metadata"""":{""""level"""":90,""""hostname"""":""""WIN-LMHFULM2L27"""",""""time"""":""""2018-01-31T16:40:08.8624204Z"""",""""process"""":""""C:\\data\\mci\\95573c9ad530edf932b8b7f41c654bc2\\gopath\\src\\github.com\\evergreen-ci\\evergreen\\bin\\test.agent"""",""""pid"""":5740},""""operation"""":""""running task"""",""""panic"""":""""runtime error: invalid memory address or nil pointer dereference"""",""""stack"""":{""""context"""":{""""message"""":"""""""",""""metadata"""":{""""time"""":""""0001-01-01T00:00:00Z""""}},""""frames"""":[{""""function"""":""""github.com/evergreen-ci/evergreen/agent.(*Agent).runTask.func1"""",""""file"""":""""C:/data/mci/95573c9ad530edf932b8b7f41c654bc2/gopath/src/github.com/evergreen-ci/evergreen/agent/agent.go"""",""""line"""":170},{""""function"""":""""runtime.call32"""",""""file"""":""""c:/go1.8/go/src/runtime/asm_amd64.s"""",""""line"""":514},{""""function"""":""""runtime.gopanic"""",""""file"""":""""c:/go1.8/go/src/runtime/panic.go"""",""""line"""":489},{""""function"""":""""runtime.panicmem"""",""""file"""":""""c:/go1.8/go/src/runtime/panic.go"""",""""line"""":63},{""""function"""":""""runtime.sigpanic"""",""""file"""":""""c:/go1.8/go/src/runtime/signal_windows.go"""",""""line"""":161},{""""function"""":""""github.com/evergreen-ci/evergreen/agent.(*Agent).runPostTaskCommands"""",""""file"""":""""C:/data/mci/95573c9ad530edf932b8b7f41c654bc2/gopath/src/github.com/evergreen-ci/evergreen/agent/agent.go"""",""""line"""":319},{""""function"""":""""github.com/evergreen-ci/evergreen/agent.(*Agent).finishTask"""",""""file"""":""""C:/data/mci/95573c9ad530edf932b8b7f41c654bc2/gopath/src/github.com/evergreen-ci/evergreen/agent/agent.go"""",""""line"""":274},{""""function"""":""""github.com/evergreen-ci/evergreen/agent.(*Agent).runTask"""",""""file"""":""""C:/data/mci/95573c9ad530edf932b8b7f41c654bc2/gopath/src/github.com/evergreen-ci/evergreen/agent/agent.go"""",""""line"""":213},{""""function"""":""""github.com/evergreen-ci/evergreen/agent.(*Agent).loop"""",""""file"""":""""C:/data/mci/95573c9ad530edf932b8b7f41c654bc2/gopath/src/github.com/evergreen-ci/evergreen/agent/agent.go"""",""""line"""":118},{""""function"""":""""github.com/evergreen-ci/evergreen/agent.(*AgentSuite).TestAgentEndTaskShouldExit"""",""""file"""":""""C:/data/mci/95573c9ad530edf932b8b7f41c654bc2/gopath/src/github.com/evergreen-ci/evergreen/agent/agent_test.go"""",""""line"""":111},{""""function"""":""""runtime.call32"""",""""file"""":""""c:/go1.8/go/src/runtime/asm_amd64.s"""",""""line"""":514},{""""function"""":""""reflect.Value.call"""",""""file"""":""""c:/go1.8/go/src/reflect/value.go"""",""""line"""":434},{""""function"""":""""reflect.Value.Call"""",""""file"""":""""c:/go1.8/go/src/reflect/value.go"""",""""line"""":302},{""""function"""":""""github.com/evergreen-ci/evergreen/vendor/github.com/stretchr/testify/suite.Run.func2"""",""""file"""":""""C:/data/mci/95573c9ad530edf932b8b7f41c654bc2/gopath/src/github.com/evergreen-ci/evergreen/vendor/github.com/stretchr/testify/suite/suite.go"""",""""line"""":102},{""""function"""":""""testing.tRunner"""",""""file"""":""""c:/go1.8/go/src/testing/testing.go"""",""""line"""":657},{""""function"""":""""runtime.goexit"""",""""file"""":""""c:/go1.8/go/src/runtime/asm_amd64.s"""",""""line"""":2197}]}}}}""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-2703","01/31/2018 19:31:02",1,"smoke-test-task failure ""h2. [smoke-test-task failed on ubuntu1604|https://evergreen.mongodb.com/task/mci_ubuntu1604_smoke_test_task_e3402f013c5d431442436be3fb303b6a497c98f2_18_01_31_16_44_37/0]     Host: [ec2-54-91-92-164.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-1mar75nh]   Project: [mci|https://evergreen.mongodb.com/waterfall/mci]          ~BF Ticket Generated by [~brian.samek]~  ""","",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"EVG-2704","01/31/2018 20:59:28",1,"Ignore shouldExit if next task is in the same task group as previous ""This potentially should only apply to a task group with 1 host.""","",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-9593","02/01/2018 22:47:37",1,"lint failure ""h2. [lint failed on race-detector|https://evergreen.mongodb.com/task/amboy_race_detector_lint_06ba2f6774cb462f34131a041e60dafcedfccff8_18_02_01_18_21_25/0]     Host: [ec2-34-227-59-90.compute-1.amazonaws.com|https://evergreen.mongodb.com/host/sir-jkyg6qth]   Project: [amboy|https://evergreen.mongodb.com/waterfall/amboy]          ~BF Ticket Generated by [~sam.kleinman]~  ""","",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"EVG-2706","02/02/2018 15:08:33",1,"Attach.artifacts always logs that it attaches 1 file ""https://evergreen.mongodb.com/task/mongodb_mongo_master_enterprise_rhel_62_64_bit_jsCore_patch_06b9e9ebf9778293b8425093ada0aa1eb83b594e_5a623652e3c331768300087f_18_01_19_18_18_06""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2708","02/02/2018 17:18:47",1,"UnscheduleStaleUnderwaterTasks may blacklist old tasks recently scheduled by users ""Max scheduled https://evergreen.mongodb.com/task/mongodb_mongo_master_windows_64_2k8_ssl_noPassthrough_WT_77fbada9b93dfa474d41216baa19f556e75bc8ca_17_11_10_22_58_32, and it was blacklisted, potentially by UnscheduleStaleUnderwaterTasks, because this function only takes into account the task's create time. This means that users who wish to schedule tasks older than two weeks must also reset their priority.    We could potentially fix this by filtering out tasks with a non-empty """"activated_by"""" field.""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2710","02/03/2018 20:34:24",1,"Add link to host page in decommissioned host jira description ""For example in a ticket associated with host ubuntu1604-ppc-3.pic.build.10gen.cc, it would be useful to include a link to https://evergreen.mongodb.com/host/ubuntu1604-ppc-3.pic.build.10gen.cc for quickly seeing what the host has been doing and to adjust its status.     Less obviously useful, and a separate request, but still perhaps worth doing, if it's easy, would be making the distro text in the description a link to the distro page (""""ubuntu1604-power8-test"""" could link to https://evergreen.mongodb.com/distros##ubuntu1604-power8-test)""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2711","02/03/2018 20:56:13",0,"Uptime in decommissioned host jira text shows strangely formatted incorrect time ""For example, one ticket shows """"2562047h47m16.854775807s"""" for ubuntu1604-ppc-3.pic.build.10gen.cc. It would be nice if it could 1) use correct uptime (the host has been up for """"1 day,  1 hour and 2 minutes"""" right now, 2) not show so much precision for the seconds, and 3) include days, not just hours, so something like """"1d1h2m30s"""" or something similar. ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2714","02/05/2018 14:16:57",1,"lobster is no longer usable in Firefox ""It used to look just like Chrome's rendering, but now it looks all wrong; the buttons are spaced incorrectly, the font is the wrong size, and the """"details"""" are always missing -- the pane vanishes immediately after you click """"Show Details"""".""","",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"EVG-2715","02/05/2018 14:50:43",1,"colapse ""task_scheduled"" events in event-log UI ""we run the scheduler often and it probably ends up obscuring lots of useful data. ""","",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"EVG-2717","02/05/2018 15:54:43",1,"remove patch.Intent type from the amboy job for patch intent creation ""You can't (easily) roundtrip a struct that has an field with an interface type, so if (when?) we ever move patchIntentProcessors to using the remote queue, we end up with a sticky situation.     It's not critical, but we should do this soon. ""","",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2718","02/05/2018 16:40:07",1,"Monitor attempted to terminate intent host ""Feb 05 16:31:34 evergreenapp-2.build.10gen.cc evergreen[23088]: [message='Error cleaning up hosts' runner='monitor']: error terminating host: error terminating host evg-rhel62-small-20180205161616-1618972814792567608: error terminating host evg-rhel62-small-20180205161616-1618972814792567608: after 10 retries, operation failed: InvalidInstanceID.Malformed: Invalid id: """"evg-rhel62-small-20180205161616-1618972814792567608"""" (expecting """"i-..."""")""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"EVG-2719","02/05/2018 18:15:25",2,"Investigate whether we should apply patches with --whitespace=fix ""We found a case where the patch process fixing whitespace locally on the Evergreen host caused our linting task to miss whitespace errors that otherwise would have kept the code from being merged into master. What happens is that then the code can be merged, but the next person to open a PR off of that base will cause our linting task to fail because the whitespace issues won't have been fixed.    It would be better for the patch process to not fix whitespace so that we can catch it on our own in our lint tasks.    Re: https://mongodb.slack.com/archives/C0V896UV8/p1517849650000072  Example: https://evergreen.mongodb.com/task/mms_unit_js_UNIT_JS_LINT_patch_2d46f5d9caf3d38537766f163377eeb840dbcb82_5a720430e3c3317d9b004258_18_01_31_18_00_17""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
