"issuekey","created","storypoint","context","codesnippet","t_Suggestion","t_Bug","c_Page...Export","c_Administration...Look.and.Feel...Themes","c_Integrations...JIRA","c_Editor...Comment.Editor","c_Macros...Gadgets","c_Add.ons...Confluence.Questions","c_Space...Import...Export","c_Macros...JIRA.Macros","c_Editor...TinyMCE.4","c_Content...Attachments","c_Page...Import","c_Macros...Task.Report","c_Search...Indexing","c_Navigation...People.Directory","c_Core...APIs","c_Core...Connect.Platform","c_Ecosystem","c_Site...Backup...Import","c_Onboarding...nth.user","c_Documentation...All","c_Content...Inline.Comments","c_Navigation...Dashboard","c_Search...Core","c_Core...Workbox","c_Macros...Other.Macros","c_Core...Frontend.Platform","c_Add.ons...Team.Calendar","c_Integrations...Office.Connector","c_Editor...Collaborative.editing","c_WebDAV...Editing","c_Navigation...Single.Page.App","c_Navigation...Space.Directory","c_Navigation...Sidebar","c_User...Global...Space.Permissions","c_Content...Page","c_Content...Blueprints...Templates","c_Editor...Fabric","c_Editions...AdminKey","c_Content...Restrictions","c_Content...Labels","c_Search...Advanced.Search","c_TWP...Search"
"CONFCLOUD-57447","09/14/2017 13:28:26",2,"Unable to show or hide certain Team Calendar event types using Chrome browser ""h3. Summary    Navigate to calendar in a space with existing calendars, showing or hiding certain event types is not working when you use Chrome browser.  h3. Environment    Confluence 1000.0.0-57e69bf   Google Chrome Version 61.0.3163.79  h3. Steps to Reproduce   # *Access a space*   # Click on *Calendar* at the sidebar   # Click on the drop-down arrow and choose *Add existing calendar*   # Search for the existing Calendar   # Try to click an event type to show or hide its events    h3. Expected Results   * Clicking an event type should show or hide its events    h3. Actual Results   * Clicking an event type is showing a gray rectangle.    h3. Workaround    Use another browser (Firefox)""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-60209","11/06/2017 17:57:27",3,"Dynamic content macro icon URL not changing ""While developing a dynamic content macro, I'm unable to get confluence to use a changed URL of the macro icon (in the descriptor JSON: modules -> dynamicContentMacros -> [0] -> icon -> url).  I tried changing the URL and reinstalling the addon, both just now and over a week ago, but it still uses the icon URL that I first provided when installing the descriptor for the very first time in the UI.  Clearing the browser data resolves the issue, but I guess this should also work if not all customers clear their browser data regularly? I was not able to find out where this was stored and had to remove browsing data for the past 4 weeks (removing all the data from the Atlassian domains wasn't enough).""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-58280","11/16/2017 13:59:12",5,"Newly installed apps with dynamic macros can't be found in the list to insert into a page ""h3. Summary    Newly installed apps with dynamic macros can't be found in the list to insert into a page.    Other vendors at Atlassian App Week (Amsterdam 2017) have observed this issue in customer instances. Not all instances appear to be affected.  h3. Steps to Reproduce   # Install a Connect app that has a dynamic macro (e.g. Navitabs Add-on, Tableau for Confluence, Numbered Headings, eazyBI for Jira in Confluence Cloud)   # Create a new page   # Try to insert a macro (e.g. """"Tableau for Confluence"""") the app includes and observe that it doesn't appear in the list    h3. Expected Results    The newly added app's macros should appear in the macro list  h3. Actual Results    You cannot find the macros  h3. Impact    *_Affects both old and new editor_*  h3. Notes    Using incognito mode seems to work.   I've done some more digging. There's a request behind the scenes when editing a page that goes to {{/wiki/plugins/macrobrowser/browse-macros.action?detailed=false&macroMetadataClientCacheKey=1}} which contains the list of all the macros. In both the normal and incognito browser modes it makes this request once and then continues to load it from the disk cache for future page edits (hence why newly installed add-on macros were not appearing). See the linked PR for more info.  h3. Workaround   * Clear the browser cache OR   * Work in incognito mode""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-60388","12/06/2017 21:45:06",2,"Cannot GET attachment by REST API when attachment on a draft page ""There is no way to get an attachment content when the attachment is on a draft page.  We need to be able to do this to display a placeholder image in our add-on.  Using /rest/api/content/<att id> results in an error as well as /rest/api/content/<page id>child/attachment.  There are no options to specify the page is a draft like the request to create content.  We are working around this by calling the download url directly without getting it from the content object, but I am concerned the download url could change in the future without warning.  Please fix this so we can follow the proper workflow of getting the download url from the content.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-60531","01/10/2018 16:25:05",0,"Dialog not opening correctly from dynamicContentMacros ""The call to {{AP.dialog.create}} isn't working as it used to.  When called from inside something defined in the {{dynamicContentMacros}} module it fails to load the contents of the dialog, but works fine when called from something defined in the {{generalPages}} module.  When the atlassian-connect.json has the following in:   As part of using {{AP.dialog.create({key:""""my-dialog"""",...}} confluence makes a request to:   {{https://*.atlassian.net/wiki/plugins/servlet/ac/dialog-test/my-dialog}}  when called from something defined in {{generalPages}} this works but from {{dynamicContentMacros}} this request produces a 500 internal error due to a null pointer exception.  This appears to be because there is a property {{"""": = | RAW | = :""""}} which is being set to null in the form data that is being sent to the url.  I've tried this on a new dev instance of confluence to make sure that it wasn't something that had accidentally been added in our main (or my dev) instance of confluence.  I've attached a zip file containing a simple addon, which uses node/express, that I used for testing to see where the error may have been coming from.""","{  """"key"""":""""dialog-test"""",  """"name"""":""""Confluence Test Connect Add-on"""",  """"modules"""":  {   """"dialogs"""":   [    {     """"key"""":""""my-dialog"""",     """"url"""":""""/dialog.html"""",     """"options"""":     {      """"header"""":      {       """"value"""":""""Example Dialog""""      }     }    }   ],   ...  } }",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-58987","02/05/2018 20:21:38",3,"Share button not working for Team Calendar ""h3. Summary    Share button isn't working in Confluence Cloud instances.    h3. Steps to Reproduce   # Go to a space that contains a calendar;   # Select the calendar option in the sidebar;   # Click on the share button;    h3. Expected Results  The share dialog box displays    h3. Actual Results  The button is unresponsive     h3. Workaround  No workaround.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-60476","02/13/2018 16:18:38",1,"Group names are returned in lowercase in the response of REST requests ""*Steps to reproduce:*  # Create a group and give it the name """"FOO"""" (uppercase) # Make a GET request to this endpoint `/rest/api/group/FOO`  *What happens:*  In the response of the REST API the group name is always lowercase. Also, for example, if that group is added to the permissions of some space and then the permissions are queried through a REST request then the group name is also lowercase in the response.  *What should happen:*  The REST endpoints should return the group names in the correct case. ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-60337","02/13/2018 16:24:33",1,"deleted groups and users still get returned in the response of GET /rest/api/space/${spaceKey} requests ""*Steps to reproduce* * create a group called """"foo"""". * create a space called """"bar"""". * give the group """"foo"""" space permissions to view all pages. * delete the group """"foo"""" without removing it from space permissions. * call the rest api """"/rest/api/space/bar?expand=permissions"""" with a """"GET"""" request  *What happens* In the permissions array you will still find the group """"foo"""".  What should happen In permissions array, group """"foo"""" shouldn't exist anymore.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-60094","06/12/2018 22:27:01",3,"Clicking on a byline extension before page is fully loaded redirects to 403 page ""# Create an add on with a byline extension that opens an inline dialog   # Put some large images on a page to make it slower to load   # Click on the byline -> instead of opening the dialog it goes to a 403 page     ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-62394","08/27/2018 09:03:16",3,"user_created webhook event not received in apps ""h3. Summary    No {{user_created}} Webhook event is received from apps.    *Steps to replicate*   # Create sample connect inspector app from here: [https://connect-inspector.atlassian.io/]   # Install app in Confluence cloud   # Add new user by going to Settings -> Users   # Notice that no {{user_created}} event was received from logs   # Contrary to when user is deactivated, a {{user_deactivated}} is received       h3. Additional Webhooks that don't work and needs investigation    group_created  group_removed  user_created  user_removed""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-64975","11/06/2018 12:25:55",2," Anonymous users not redirected to a login screen when they accessed restricted content  ""h3. Summary  Anonymous users who try to access a Confluence page that they don't have access to, are getting a blank page instead of a login screen. It seems that it's intermittently happening.    h3. Steps to Reproduce  # Enable Anonymous Access in Global Permission  # Create a space and enable Anonymous Access  # Create a page and add a page restriction where anonymous should not have access to the page.  # Anonymous user tries to access the direct link of the page that was created in Step 3     h3. Expected Results  * Anonymous users should be redirected to a login screen when they accessed restricted content     h3. Actual Results  * Anonymous users are getting a blank page when they accessed restricted content  ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CONFCLOUD-65219","12/10/2018 18:09:37",1,"Team Calendar arrows are different sizes ""h3. Summary  A small UI defect exists with Team Calendars and Confluence Cloud. The calendar arrows are different sizes, see screenshot.    h3. Environment  * Confluence Cloud  * Team Calendars    h3. Steps to Reproduce  # Visit a team calendar    h3. Expected Results  The arrows will be the same size    h3. Actual Results  The right arrow is slightly bigger than the left.      h3.Workaround""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-65310","12/21/2018 05:56:02",1,"GET /wiki/rest/api/content/{id}/restriction/byOperation/{operationKey}/user returns 404 regardless if the user has access and content exists ""h3. Summary    According to [developer documentation|https://developer.atlassian.com/cloud/confluence/rest/#api-content-id-restriction-byOperation-operationKey-user-get], a 404 is returned when:    * There is no content with the given ID.  * The calling user does not have permission to view the content.  * An invalid operation or user is specified.  * A schema has not been defined for this response code    When trying to invoke sample REST API call:        a 404 was returned:   !Snip20181221_20.png|thumbnail!     even if   # the page exists:   !Snip20181221_21.png|thumbnail!   # the user has read access:   !Snip20181221_22.png|thumbnail!     Expectation - Should be able to GET the restrictions      ""","  https://new-test-anne.atlassian.net/wiki/rest/api/content/20643841/restriction/byOperation/read/user?accountId=557058:a68c4402-d3b0-4c28-8626-4e1ddf9ac41d  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-65547","02/06/2019 02:50:43",2,"The attachment_viewed webhook doesn't consistently fire when an attachment is viewed ""h3. Summary  The {{attachment_viewed}} webhook intermittently fires depending on the attachment being viewed.     h3. Steps to Reproduce  # Install Connect Inspector (https://connect-inspector.prod.public.atl-paas.net/page/start)  # Create a new Confluence page and attach a video  # Ensure the video is embedded in the page (either as a link or a thumbnail), and save  # When viewing the page, click the video (which opens the preview, allowing you to watch the video)  # Observe that no attachment_viewed webhook is fired    h3. Expected Results  When an attachment is viewed, the webhook is fired    h3. Actual Results  The webhook is not fired for video attachments. For image and PDF, it is intermittently being sent (see notes for more info).     h3. Notes   * The {{attachment_viewed}} webhook only fires when the attachment is downloaded by clicking the download button.  * If the attachment is an image, Shift + Reload the page fires {{attachment_viewed}}  * If the attachment is a video, it does not fire  * If the attachment is a PDF file, {{attachment_viewed}} is sent when the attachment is clicked right after creation, after this the pattern is to when it will be sent next is not yet clear    h3. Workaround   None""","",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-65593","02/12/2019 02:56:55",3,"Custom Theme Can’t Load Default Overview ""h3. Summary  Using a custom theme that does not override the space homepage results in a status 404 and does not load the page.    h3. Steps to Reproduce  # Follow https://developer.atlassian.com/cloud/confluence/create-a-confluence-theme/  # Set {{routeOverride}} to false  # Use the theme    h3. Expected Results  Default overview    h3. Actual Results  Endless spinner is shown with a status 404 in the dev console. The route to {{spaceview}} is still being checked.    h3. Notes  Raised in https://community.developer.atlassian.com/t/custom-theme-cant-load-default-overview/26874""","",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-65807","03/11/2019 07:40:23",3,"Create Confluence Cloud 'test' servers where vendors can access platform builds prior to general deployment ""Hi!    +Solution:+    Create and give vendors access to Confluence Cloud 'test' servers where builds are deployed to *prior* to their general release. I believe all Cloud vendors could peacefully co-exist on a few such servers.    +The problem:+    Increasingly code is being deployed to Confluence Cloud which is causing issues for (I think its safe to say) several thousands of customers. Only vendors seem to be able to find these issues as the platforms are not really dog fooded the way app vendors leverage them.    A few examples of pretty significant issues this could alleviate :   * CONFCLOUD-62749   * CONFCLOUD-64923   * [https://ecosystem.atlassian.net/browse/AC-2483]    These are not minor issues, rather blocker issues, unresolved for weeks causing major customer disruption, being unable to use critical functionality they depend on without warning.....though preventable.         This suggestion is made with the interest of giving vendors the ability to aid Atlassian in testing, supplement platform stability and most importantly increase customer joy.    If you're a customer or vendor and would like to increase reliability, stability and customer satisfaction please vote for this issue or offer even better solutions :)""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-65975","03/28/2019 18:15:48",1,"Moving restricted pages on the sidebar fails without proper advice ""h3. Issue Summary  According to the [Move, copy, and hide pages article|https://confluence.atlassian.com/confcloud/move-copy-and-hide-pages-724764858.html#Move,copy,andhidepages-Notesaboutpermissions], in order to move pages and reorder them from the sidebar, you must have the *edit* restriction available. When a user tries to move a page not respecting this restriction, Confluence only provides the following message, and, a message below mentioning that the page has been moved (without is not correct):    !error.png|thumbnail!    h3. Steps to Reproduce  # Create a page and *restrict* the edit of the same for you (or have another user doing it, and removing you from the *edit* restriction)  # After that, have another user trying to move the page. It's expected to not have it working.  # Observe the message    h3. Expected Results    Confluence should mention that the user does not have permission to move the page, instead of sharing a generic message and ask the user to contact the support.    h3. Actual Results    A message stating that """"Something went wrong"""" is displayed and another message saying that the page has been moved will be following the same.    h3. Notes    * By using the *inspect > console* feature from the browser development tools, the following message is shown, which is what should be displayed on the UI:  !restriction.png|thumbnail!  * When trying to do the move operation, the error message will be displayed, but, below the same, a message saying that the page has been moved will be displayed, which is not correct and cause confusion.  * After facing this issue, you will no longer be able to move the pages in the sidebar. Only if refreshing the page.    h3. Workaround    Currently there is no known workaround for this behavior. A workaround will be added here when available""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CONFCLOUD-66317","04/23/2019 03:49:25",3,"Missing Group Rest API methods in Confluence ""Hi team,    I'm trying to create a Confluence Cloud App that needs to create Groups in Confluence.  I'm surprised that the rest API in Confluence is incomplete. There is no way to:  * Create/Delete/Update Group  * Added/Remove members to/From a Group    https://developer.atlassian.com/cloud/confluence/rest/#api-group-get    At the moment, you can on read information from groups.    My current workaround is using the Jira API that allows the operations I need. In the cloud, groups are shared between Jira and Confluence.    https://developer.atlassian.com/cloud/jira/platform/rest/v3/?utm_source=%2Fcloud%2Fjira%2Fplatform%2Frest%2F&utm_medium=302#api-rest-api-3-group-post    The addon needs to ask the user for special JIRA permissions using 3LO.    Would you add the rest methods to Confluence? Could you allow Confluence apps to have access to Jira Rest API? (maybe with a special Scope).    ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-66581","05/15/2019 21:52:29",8,"Add/Remove PermissionsToSpace on /wiki/rest/api/space/{spacKey} only allows you to set permissions when the space is created ""h3. Issue Summary    The functionality to modify space permisssions at any time is currently available in the soon to be deprecated SOAP API. The {{/wiki/rest/api/space/\{spaceKey\}}} was provided as an alternative to the SOAP API, however, it only allows you to set space permissions when a space is created and not modify space permissions at any time.   h3. Workaround    Currently there is no known workaround for this behavior. We are investigating if a workaround may be provided. ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-66916","06/20/2019 11:03:24",3,"Vendors receiving webhooks from instances where app's already uninstalled/deactivated ""h3. Issue Summary    Around ~25 instances are sending {{page_viewed}}, {{page_updated}} webhooks to [Page View Analytics for Confluence|https://marketplace.atlassian.com/apps/1218023/page-view-analytics-for-confluence-cloud] for the past few weeks. Today alone, vendor has received 100+ from a single instance and total of 2.3M since the customer deactivated them.    h3. Expected Results  Unlicensed accounts should not have state ENABLED in License API response and we should not receive webhooks from them    h3. Actual Results  Getting state ENABLED in License API response and getting webhooks from these accounts.    h3. Notes  * Personally wasn't able to replicate. I think you'd need to have a licensed app to replicate this  * Actual instances and requests added as an internal comment    h3. Workaround    Currently there is no known workaround for this behavior. A workaround will be added here when available""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CONFCLOUD-66928","06/21/2019 05:44:28",3,"Get blueprint templates REST API fails with status 500 ""h3. Issue Summary  {{GET /wiki/rest/api/template/blueprint}} REST API stopped working on some instances and returns status 500.    h3. Steps to Reproduce  # Call [Get blueprint teamplates|https://developer.atlassian.com/cloud/confluence/rest/#api-template-blueprint-get] REST API    h3. Expected Results  Should receive status code 200 with an array of blueprint templates    h3. Actual Results  Received status code 500 with error message:       h3. Notes  * Consistently happens in some instances, but works fine with other instances  * Used to work fine on the instances before  * Could successfully call {{GET /rest/api/template/page}}  * Experienced in the following instances:  ** https://wilson-lai.atlassian.net  ** https://yoonkeansiaw.atlassian.net  ** https://ucchishta5.atlassian.net    h3. Workaround  Currently, there is no known workaround for this behavior. A workaround will be added here when available.""","  java.lang.IllegalStateException: No PageTemplate found for ContentTemplateRef: 0:com.atlassian.confluence.plugins.confluence-business-blueprints:pp-content  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CONFCLOUD-66949","06/24/2019 19:56:56",5,"Cannot embed Team Calendars with Team Calendars macro  ""h3. Issue Summary    When calling the *Team Calendars* macro, besides it doesn't auto populate the search results (CONFCLOUD-65260 - Team calendar macro on the new editor doesn't auto-populate in search), it doesn't find the calendar and it is not possible to insert the calendar in the page.  h3. Environment   * Cloud   * New Editing Experience    h3. Steps to Reproduce   # Have the Team Calendars up and running on your instance;   # Create a calendar 'Banana', as an example;   # Add a random event called 'Banana Event', just to have something populated on it;   # Create a new page (it can be on the same space as the calendar);   # Call the */team calendars* macro and manually type the full calendar name;   # Insert the macro and publish the page.    h3. Expected Results    The calendar gets embedded on the page, showing all of its events (the Banana Event).  h3. Actual Results    A blank calendar is shown *OR* the macro just keeps loading (in case you typed the calendar name wrong)  h3. Workaround    As a workaround, it has been confirmed that that the user can paste the calendar ID on the calendar field (for example, 2307a1bb-a01b-4b23-a470-5783d8b8e29b):   # Select 'Calendars', locate the calendar you wish to embed into a page, select """"Embed"""" from the calendars context menu, and copy the URL provided   # On the URL, make sure to only copy the ID (in our example, 2307a1bb-a01b-4b23-a470-5783d8b8e29b)   # Open a page and include the  """"team calendars"""" macro   # Paste the ID on the """"Calendar"""" field   # Tap the preview button and then, save the configuration.    *Note*   Once the calendar is added to the Page using the Workaround, each time after editing the page calendar keeps Spinning, refreshing the page resolves the issue.""","",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CONFCLOUD-67045","07/04/2019 06:18:07",5,"Copy page hierarchy REST API copies a page tree 5 times ""h3. Issue Summary    Doing a [Copy page hierarchy|https://developer.atlassian.com/cloud/confluence/rest/#api-content-id-pagehierarchy-copy-post] REST API call to some page trees results in 5 copies when {{copyProperties}} is set to true.  h3. Instances replicated in   * [https://issue-reproducers-4-atlassian.atlassian.net|https://issue-reproducers-4-atlassian.atlassian.net/] under Temp_test space    h3. Steps to Reproduce   # Call [Copy page hierarchy|https://developer.atlassian.com/cloud/confluence/rest/#api-content-id-pagehierarchy-copy-post] REST API with {{""""copyProperties"""": true}} in the request body   # Wait until the long-running task is done    Sample request body:    h3. Expected Results    Only one page tree is copied.  h3. Actual Results    5 copies are made with prefixes of """"(2) (2)"""", """"(3) (3)"""", ... , """"(5) (5)"""". The title prefix is also duplicated.    !Temp_test_-_Confluence.png|thumbnail!  h3. Notes   * Happens to specific contents only.   * The pattern cannot be found as of yet.    h3. Workaround    Currently, there is no known workaround for this behavior. A workaround will be added here when available.""","  {    """"copyAttachments"""": true,    """"copyPermissions"""": true,    """"copyProperties"""": true,    """"copyLabels"""": true,    """"originalPageId"""": """"xxx"""",    """"destinationPageId"""": """"xxx"""",    """"titleOptions"""": {          """"prefix"""": """"[COPY] """"    }  }  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-67047","07/04/2019 09:45:20",3,"AP.navigator.getLocation returns an undefined contentType when editing Space template ""h3. Issue Summary    When calling:      from editing an existing space template, {{contentType}} is undefined:   !Snip20190704_5.png|thumbnail!     h3. Expected Results  Should be able to get {{contentType}}    h3. Actual Results  An {{undefined}} contentType is returned    h3. Notes  API works for existing pages, blogs, and global templates    h3. Workaround    Currently there is no known workaround for this behavior. A workaround will be added here when available""","  AP.navigator.getLocation(function (location) {      console.log(location);  });  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CONFCLOUD-67095","07/10/2019 16:28:46",3,"Team Calendars not sending email notifications ""h3. Summary    No email notification being received from Team Calendars when any of the following events occur  A new event is created  An existing event is edited  An event is deleted  The entire calendar is deleted    h3. Steps to Reproduce   # User A - Add a new Team Calendar   # User B - Watch the Team Calendar added in Step 1   # User A added an event to the Team Calendar created in Step 1    h3. Expected Results   * Because User B is watching the Team Calendar, User B should receive email notification when a new event is created.    h3. Actual Results   * User B is not receiving any Team Calendar notification.    h3. Additional Information  * Even though the bug [CONFCLOUD 58754 - No Email Notification being received from Team Calendars|https://jira.atlassian.com/browse/CONFCLOUD-58754] is *Resolved*, there are some users that are facing this issue. ""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-67113","07/12/2019 04:41:38",2,"'search_performed' webhook payload does not include 'query' ""h3. Issue Summary    When a single search is performed, developer's Connect app receives few webhooks with payload for 'search_performed' event. In couple of those payload, 'query' parameter is missing, which is making it difficult to link the _searched parameter_ with _number of results_. Also, devs receive duplicate webhooks.  h3. Steps to Reproduce   # Install Connect Inspector app in your Confluence instance.   # Do a search for, say 'test'.   # Check out payloads of 'search_performed' events in inspector.   # You will see few duplicate webhooks and 'query' parameter missing from some of them.    h3. Expected Results    No duplicate webhooks and 'query' parameter be present in all payloads.  h3. Actual Results    h3. Notes    Please refer to this ticket created by dev - [https://ecosystem.atlassian.net/projects/DEVHELP/queues/custom/165/DEVHELP-3078?oldIssueView=true]  h3. Workaround    Currently there is no known workaround for this behavior. A workaround will be added here when available""","  {    """"userAccountId"""": """"..."""",    """"accountType"""": """"customer"""",    """"query"""": """"smartSearch~'test'+and+type in (space)"""",    """"results"""": 0,    """"timestamp"""": 1562849504306  }    {    """"userAccountId"""": """"..."""",    """"accountType"""": """"customer"""",    """"results"""": 8,    """"timestamp"""": 1562849504489  }    {    """"userAccountId"""": """"..."""",    """"accountType"""": """"customer"""",    """"query"""": """"smartSearch~'test'+and+type in (space)"""",    """"results"""": 0,    """"timestamp"""": 1562849504497  }    {    """"userAccountId"""": """"..."""",    """"accountType"""": """"customer"""",    """"results"""": 8,    """"timestamp"""": 1562849504683  }  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CONFCLOUD-67252","07/24/2019 12:07:46",2,"User with only JIRA access in the instance, cannot access the Public Confluence Space ""h3. Issue Summary  User with only JIRA access in the instance, cannot access the Public Confluence Space.    h3. Environment  Confluence Cloud    h3. Steps to Reproduce   # Let be a user A with just JIRA product access and not Confluence.  # User A will login into JIRA.  # Provide the URL of Public Confluence Space of the same instance to the user A.  # Without logging out of the Confluence, when User A accesses the Public Confluence Space, the user will not be able to access it.    h3. Expected Results  User must be able to access the Public Space.  h3. Actual Results  User is not able to access the Public Space.  https://instancename.atlassian.net/login?application=confluence&dest-url<...publicspace...>&permission-violation=true    h3. Workaround  Access Space in incognito mode or in another browser where the user is not logged in into his/her instance.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CONFCLOUD-67429","08/08/2019 13:55:21",3,"Cannot change page restrictions even having full permissions in the space ""h3. Issue Summary  When having *editing* restrictions permission on a space, or even full permissions in this space, you are not able to change the restrictions in an existing page that is restricted to be edited. Once you try to add another user in the page restrictions, you receive a message:  """"There was an error submitting the page restrictions. Please try again later.""""    h3. Environment  * Cloud     h3. Steps to Reproduce  [^How to reproduce it.mp4]     h3. Expected Results  You are able to add the new user    h3. Actual Results  You receive an error when applying the change:  """"_There was an error submitting the page restrictions. Please try again later._""""  And it is not updated.    h3. Workaround  Add your user with editing restrictions on this page, and then add the other user.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CONFCLOUD-67623","08/23/2019 16:16:08",3,"Trying to add users with a deleted group in a restricted page list  returns an error ""h3. Issue Summary    When trying to add any user in the restricted permissions on a page, if it has a deleted group in the list, after you hit apply to save changes, you receive a error message:    """"There was an error submitting the page restrictions. Please try again later.""""    It happens regardless of having full permissions in the space, space admin or site-Admin rights.    Steps to Reproduce   # Create a group and add it to a restricted page   # Delete the group created   # Add a user to the restricted page    h3. Expected Results    Able to add user in the restriction page list  h3. Actual Results    Not able to add user to the restrictions page list.  h3. Workaround    Remove the deleted group from the restriction's page list, will able to add users as expected.""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
