"issuekey","created","storypoint","context","codesnippet","t_Task","t_Bug","t_Improvement","t_New.Feature","c_Storage","c_Indexing","c_Testing.Infrastructure","c_WiredTiger","c_Shell","c_Performance","c_Diagnostics","c_Build","c_Packaging","c_Replication","c_MapReduce","c_Sharding","c_Logging","c_Catalog","c_Concurrency","c_Internal.Code","c_Upgrade.Downgrade","c_Querying","c_Networking"
"SERVER-36069","07/11/2018 15:51:15",3,"Vendor mongoebench-compatible JSON config files from mongodb/mongo-perf into src/third_party ""The JSON config files should live in a directory called {{src/third_party/mongo-perf/mongoebench/}}. It should be possible to rerun the vendoring script and automatically update them to pick up on new and modified mongo-perf test cases. We'll likely want to filter out test cases which rely on capped collections or server-side JavaScript.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36073","07/11/2018 17:30:00",1,"Save stats from BenchRunner::finish() to a JSON file in mongoebench ""We can add a new command line {{\-\-output}} as a path for where to save the benchRun stats.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36076","07/11/2018 19:34:15",5,"Create new resmoke.py test suite for running mongoebench on a desktop ""It should run {{mongoebench}} with the various JSON config files that live in the {{src/third_party/mongo-perf/mongoebench/}} directory that have been vendored into the source tree as part of the changes from SERVER-36069.    This involves creating a new {{buildscripts/resmokelib/testing/testcases/mongoebench_test.py}} test case that executes {{mongoebench}} with the appropriate arguments. For example, the value for the {{\-\-benchmarkMinTimeSecs}} command line option should be forwarded as the {{\-\-time}} command line option to {{mongoebench}}.    This also involves creating a new hook similar to [the {{CombineBenchmarkResults}} hook|https://github.com/mongodb/mongo/blob/r4.0.0/buildscripts/resmokelib/testing/hooks/combine_benchmark_results.py] that parses the JSON stats file specified as the {{\-\-output}} command line option (from SERVER-36073) to {{mongoebench}}. The new hook should accumulate benchmark results of all the test cases we run as part of the test suite and serialize them as a JSON file (taking its name from the {{\\--perfReportFile}} command line option) that can be used for the {{json.send}} Evergreen command to display the performance results. The test case should also handle the {{\-\-benchmarkRepetitions}} command line option (in Python, as there is no equivalent option to forward to {{mongoebench}}) and accumulate the benchmark results of multiple executions.    We may find it beneficial to define separate test suites that each run a subset of the test cases [similar to what is done in the performance Evergreen project when these test cases are run with benchrun.py|https://evergreen.mongodb.com/build/performance_linux_wt_standalone_80c7c825a44cf99b17e81f4233445c7ab1927706_18_07_11_01_45_09] to avoid having an Evergreen task run for a long time.""","",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36077","07/11/2018 19:41:04",3,"Create new resmoke.py test suite for running mongoebench on an Android device ""This should build on top of the work from SERVER-36076 to run {{mongoebench}} as a statically-linked binary on an Android device. The {{mongoebench}} and JSON config file can likely be copied over the to device and then run using some combination of the {{adb push}} and {{adb shell}} commands.    *Note*: Integrating the {{buildscripts/mobile/adb_monitor.py}} utility into this test suite should happen as part of SERVER-36078.""","",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36078","07/11/2018 19:41:34",2,"Integrate adb resource monitor into mongoebench test suite for Android ""This involves creating a new hook that calls the \{{start()}} and \{{stop()}} methods before and after each test, respectively. The generated files from the resource monitor should be packaged into subdirectories based on the (test case, execution) pair which ran.""","",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36090","07/12/2018 15:41:33",8,"install_compass fails on MacOS due to SSL version ""    The link for the compass download is behind the load balancer, which has disabled older TLS versions.    There are a couple of possible solutions we should consider.""","  monkey101:Downloads$ ./mongodb-osx-x86_64-4.0.0/bin/install_compass  Traceback (most recent call last):    File """"./mongodb-osx-x86_64-4.0.0/bin/install_compass"""", line 173, in <module>      download_and_install_compass()    File """"./mongodb-osx-x86_64-4.0.0/bin/install_compass"""", line 157, in download_and_install_compass      pkg = download_pkg(link, pkg_format=pkg_format)    File """"./mongodb-osx-x86_64-4.0.0/bin/install_compass"""", line 58, in download_pkg      res = urllib.urlretrieve(link, filename=tmpf[1], reporthook=download_progress)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/urllib.py"""", line 98, in urlretrieve      return opener.retrieve(url, filename, reporthook, data)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/urllib.py"""", line 245, in retrieve      fp = self.open(url, data)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/urllib.py"""", line 213, in open      return getattr(self, name)(url)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/urllib.py"""", line 443, in open_https      h.endheaders(data)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/httplib.py"""", line 1049, in endheaders      self._send_output(message_body)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/httplib.py"""", line 893, in _send_output      self.send(msg)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/httplib.py"""", line 855, in send      self.connect()    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/httplib.py"""", line 1274, in connect      server_hostname=server_hostname)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ssl.py"""", line 352, in wrap_socket      _context=self)    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ssl.py"""", line 579, in __init__      self.do_handshake()    File """"/System/Library/Frameworks/Python.framework/Versions/2.7/lib/python2.7/ssl.py"""", line 808, in do_handshake      self._sslobj.do_handshake()  IOError: [Errno socket error] [SSL: UNSUPPORTED_PROTOCOL] unsupported protocol (_ssl.c:590)  ",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"SERVER-36129","07/13/2018 21:23:35",3,"Concurrency stepdown suites should wait for replication of workload setups before starting stepdown thread ""The concurrency stepdown suites [wait until after setup has been called for each workload before starting the stepdown thread|https://github.com/mongodb/mongo/blob/a291ec89affd9e849ac62ad55a736bfb940a0bb6/jstests/concurrency/fsm_libs/resmoke_runner.js#L101-L111] because the setup methods don't run with overriden majority read/write concern. The effects of each setup are not guaranteed to be majority committed at this point though, so an immediate stepdown can still roll back some of the setup, like the creation of the TTL index in [indexed_insert_ttl.js|https://github.com/mongodb/mongo/blob/a291ec89affd9e849ac62ad55a736bfb940a0bb6/jstests/concurrency/fsm_workloads/indexed_insert_ttl.js#L30-L31].    A fix for this would be waiting for replication on all shards and the config server before starting the stepdown thread.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36162","07/17/2018 16:38:31",5,"Powercycle - ensure internal crash command has been executed on the remote host ""It's possible that due to an ssh connection error, the remote command to internally crash a server will never run. The {{powertest.py}} script expects that the crash command will fail, as the ssh connection will be terminated. However, it should examine the output of the crash command to determine it it was actually run on the remote host.    Here's a case where the remote command failed to execute:    ""","  [2018/07/15 16:11:38.976] 2018-07-15 20:10:47,078 INFO Crashing server in 46 seconds  [2018/07/15 16:11:38.976] 2018-07-15 20:11:37,188 INFO Inserting canary document {'x': 1531685447.025} to DB power Collection cycle  [2018/07/15 16:11:38.976] ssh -o ServerAliveCountMax=10 -o ServerAliveInterval=6 -o StrictHostKeyChecking=no -o ConnectTimeout=10 -o ConnectionAttempts=20 -i /cygdrive/c/data/mci/3ab7f95ff9a32d5ea1ad8ffe3e1a09fd/powercycle.pem -o GSSAPIAuthentication=no -o CheckHostIP=no -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o ConnectionAttempts=20  10.122.5.210 /bin/bash -c """"$'source venv_powercycle/Scripts/activate; python -u powertest.py --remoteOperation  --sshUserHost 10.122.5.210 --sshConnection \'-i /cygdrive/c/data/mci/3ab7f95ff9a32d5ea1ad8ffe3e1a09fd/powercycle.pem -o GSSAPIAuthentication=no -o CheckHostIP=no -o StrictHostKeyChecking=no -o UserKnownHostsFile=/dev/null -o ConnectTimeout=10 -o ConnectionAttempts=20\' --rsync  --rsyncExcludeFiles diagnostic.data/metrics.interim* --backupPathBefore /log/powercycle/beforerecovery --backupPathAfter /log/powercycle/afterrecovery --validate local --canary local --docForCanary None --seedDocNum 10000 --crashOption \'notmyfault/notmyfaultc64.exe -accepteula crash 1\' --instanceId i-093c2bc45b5317756 --crashWaitTime 45 --jitterForCrashWaitTime 5 --numCrudClients 10 --numFsmClients 10 --rootDir /log/powercycle-mongodb_mongo_v3.6_windows_64_2k8_ssl_powercycle_syncdelay_WT_f1bcba35cefd0c5c0402e32575327a77507ac03e_18_07_14_22_41_33 --mongodbBinDir /log/powercycle --dbPath /data/db --logPath /log/powercycle/mongod.log --mongodUsablePorts 20000 20001 --mongodOptions \'--setParameter enableTestCommands=1 --syncdelay 10 --storageEngine wiredTiger\' --remotePython \'source venv_powercycle/Scripts/activate; python -u\'   crash_server'""""  [2018/07/15 16:12:29.518] 2018-07-15 20:12:16,477 INFO Connection timed out during banner exchange  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36169","07/17/2018 21:55:57",1,"Resmoke: bare raise outside except in the stepdown hook ""The stepdown hook code contains three misplaced bare raise statement, outside an except block: [here|https://github.com/mongodb/mongo/blob/99d3436094d31de348edfac9fe0e40e60b28391e/buildscripts/resmokelib/testing/hooks/stepdown.py#L409], [here|https://github.com/mongodb/mongo/blob/99d3436094d31de348edfac9fe0e40e60b28391e/buildscripts/resmokelib/testing/hooks/stepdown.py#L423] and [here|https://github.com/mongodb/mongo/blob/99d3436094d31de348edfac9fe0e40e60b28391e/buildscripts/resmokelib/testing/hooks/stepdown.py#L442].""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36230","07/20/2018 21:45:24",2,"Waits-for graph no longer being generated by hang_analyzer.py script ""In BF-9986, we saw many threads waiting on DB locks, but the hang analyzer cannot generate the graph for us. The lock manager [dumps the information|https://logkeeper.mongodb.org/lobster/build/6321d9a6e900f89055816cb177b89f73/test/5b4f50b3f84ae847db0364c1#bookmarks=0%2C178236%2C180602&f=10ReplicaSetFixture%3Ajob0%3Aprimary] though.    ""","   [2018/07/18 12:40:44.821] warning: target file /proc/17238/cmdline contained unexpected null characters   [2018/07/18 12:40:44.821] Saved corefile dump_mongod.17238.core   [2018/07/18 12:41:07.364] Running Hang Analyzer Supplement - MongoDBDumpLocks   [2018/07/18 12:41:07.364] Not generating the digraph, since the lock graph is empty   [2018/07/18 12:41:07.364] Running Print JavaScript Stack Supplement   [2018/07/18 12:41:07.364] Detaching from program: /data/mci/d8572849d2ad8ce1953117503927f065/src/mongod, process 17238   [2018/07/18 12:41:07.491] Done analyzing mongod process with PID 17238   [2018/07/18 12:41:07.491] Debugger /opt/mongodbtoolchain/gdb/bin/gdb, analyzing mongod process with PID 17241  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36233","07/20/2018 22:21:02",2,"Prohibit running the ""profile"" command from secondary read override test suites. ""Running the {{profile}} command can cause system.profile to be created. Since system.profile is an unreplicated collection, there is no point in testing it in secondary read override test suites. It can also cause other tests to pick up the unreplicated collection and fail.    We should prevent the {{profile}} command from being run in the {{set_read_preference_secondary.js}} override file.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36409","08/02/2018 01:59:51",1,"Install v3.2 from yum repository errors out on RHEL 7Server ""The yum repositories for version 3.2 has an issue that prevents install on RHEL 7Server:           ""","    ================================================================================   Package               Arch      Version               Repository          Size  ================================================================================  Installing:   mongodb-org           x86_64    3.2.20-1.el7          mongodb-org-3.2    5.8 k  Installing for dependencies:   make                  x86_64    1:3.82-23.el7         base               420 k   mongodb-org-mongos    x86_64    3.2.20-1.el7          mongodb-org-3.2    5.7 M   mongodb-org-server    x86_64    3.2.20-1.el7          mongodb-org-3.2     13 M   mongodb-org-shell     x86_64    3.2.20-1.el7          mongodb-org-3.2    6.8 M   mongodb-org-tools     x86_64    3.2.20-1.el7          mongodb-org-3.2    4.1 M   openssl               x86_64    1:1.0.2k-12.el7       base               492 k    Transaction Summary  ================================================================================  Install  1 Package (+6 Dependent packages)    Total download size: 30 M  Installed size: 204 M  Downloading packages:  warning: /var/cache/yum/x86_64/7/base/packages/make-3.82-23.el7.x86_64.rpm: Header V3 RSA/SHA256 Signature, key ID f4a80eb5: NOKEY  Public key for make-3.82-23.el7.x86_64.rpm is not installed  warning: /var/cache/yum/x86_64/7/mongodb-org-3.2/packages/mongodb-org-3.2.20-1.el7.x86_64.rpm: Header V3 RSA/SHA1 Signature, key ID ea312927: NOKEY  Public key for mongodb-org-3.2.20-1.el7.x86_64.rpm is not installed  https://repo.mongodb.org/yum/redhat/7Server/mongodb-org/3.2/x86_64/RPMS/mongodb-org-tools-3.2.20-1.el7.x86_64.rpm: [Errno 14] curl#63 - """"Callback aborted""""  Trying other mirror.    Error downloading packages:    mongodb-org-tools-3.2.20-1.el7.x86_64: [Errno 256] No more mirrors to try.      [mongodb-org-3.2]  name=MongoDB Repository  baseurl=https://repo.mongodb.org/yum/redhat/7Server/mongodb-org/3.2/x86_64/  gpgcheck=1  enabled=1  gpgkey=https://www.mongodb.org/static/pgp/server-3.2.asc  ",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SERVER-36431","08/03/2018 15:50:08",1,"Powercycle should check for existence of a process before accessing it's attributes ""It's possible then when iterating over a list of processes that the process could finish before it's accessed:      An additional check should be added  ""","          for proc in psutil.process_iter():              if proc.name() == self.name:                  self.pids.append(proc.pid)    if psutil.pid_exists(proc.pid) and proc.name() == self.name  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36451","08/03/2018 22:34:50",2,"ContinuousStepdown with killing nodes can hang due to not being able to start the primary ""The replica_sets_kill_primary_jscore_passthrough tests occasionally timeout due waiting for a primary to be selected.     The tests increase the election timeout to 24 hours to have control over which node is the leader. However, this can lead to a situation where the leader has been killed and both secondaries were unable to take over due to having stale oplogs. When the server is brought back up and attempts to stepup, there is a chance it has not yet heard back heartbeats from the other nodes in the cluster and assumes they are down. This means the stepup fails and another election is not attempted causing the test to eventually timeout.    A possible solution, in the event of a failure would be to retry the stepup after some delay. This would allow the secondaries more time to respond to the heart beat request.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36507","08/07/2018 20:56:20",1,"Downgrading WT from FCV 4.2 -> 4.0 requires an ""acquiesced"" system ""The 4.0 -> 3.6 FCV downgrade path in storage would acquiesce the system by [closing/re-opening the WT connection|https://github.com/mongodb/mongo/blob/aa0062e8aaa5a8273bb33a2afaf8c9cdf5fbede7/src/mongo/db/storage/wiredtiger/wiredtiger_kv_engine.cpp#L665-L670]. That was originally done to facilitate changing table logging settings.    4.2 development [optimistically removed the close/open along with the table logging changes|https://github.com/mongodb/mongo/commit/013b82bf5f58bd7de8ae2f4d28d24f82afa22e64#diff-8fd4ad8935bb2bf3f91bb01f4785c544L659] under the assumption that changing the file compatibility on reconfigure (which remains in the upgrade/downgrade path) did not need to be acquiesced to the same degree.""","",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36530","08/08/2018 17:35:37",1,"Run the agg expression fuzzer in Evergreen ""Add Evergreen tasks for the new agg expression fuzzer.""","",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36615","08/13/2018 20:50:07",8,"Add linux repo package testing steps to the server projects ""* Add chef recipes to configure repos and install mongod  * Add Inspec test and kitchen configuration  * Add logic to push task to test and rebuild repos  ""","",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SERVER-36622","08/13/2018 22:06:32",3,"Package tests fail for newer Ubuntu ""Our package tests expect a failure for Ubuntu 18.04 for the install_compass script since it was previously hard coded to only work on 14.04 and 16.04. It has been changed to work on >= 14.04 so our package tests should expect a success on newer Ubuntu's like 18.04""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SERVER-36698","08/16/2018 17:41:56",3,"Add suite for agg expr fuzzer optimized vs unoptimized ""Acceptance Criteria:  * Optimized agg expression fuzzer is running and green in Evergreen""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36751","08/17/2018 22:26:43",1,"Prevent concurrent dropDatabase commands in the concurrency_simultaneous_replication suite ""*Problem*   In the {{concurrency_simultaneous_replication}} test suite, we run 10 operations in parallel on the same database, there's a small chance (e.g. 5% for some workloads) that an operation could be a {{dropDatabase}}. For slower build variants, a single {{dropDatabase}} command can take multiple minutes to finish if there is heavy activity from other workloads that are happening in parallel.    Our tests will [retry an operation for up to 10 minutes|https://github.com/mongodb/mongo/blob/17686781044525b9c3fbdf06ca326c8f4fb383ba/jstests/libs/override_methods/implicitly_retry_on_database_drop_pending.js#L148] if {{DatabaseDropPending}} errors are encountered. After seeing the error, [A {{getLastError}} command is used|https://github.com/mongodb/mongo/blob/17686781044525b9c3fbdf06ca326c8f4fb383ba/jstests/libs/override_methods/implicitly_retry_on_database_drop_pending.js#L25] to wait for the {{dropDatabase}} command to be committed.    There is variability in the order that {{getLastError}} returns from different workload clients, which may cause certain workload clients to always be stuck behind other clients that are doing more {{dropDatabase}} commands. When this happens, the client will receive another {{DatabaseDropPending}} error. But the client is [unable to distinguish|https://github.com/mongodb/mongo/blob/17686781044525b9c3fbdf06ca326c8f4fb383ba/jstests/libs/override_methods/implicitly_retry_on_database_drop_pending.js#L141] whether the error is caused by the same dropDatabase command or a new one, causing the new wait to continue eat into the 10 minute timeout. There is a small probability that this cycle will happen for a handful of times in a row, which when combined with slow multi-minute {{dropDatabase}} commands, will exceed the 10 minute timeout.    *Solution*   The solution is to avoid retrying {{dropDatabase}} commands when it returns a {{DatabaseDropPending}} error. This will cause the workload to transition to a new state and continue to do so until the new state is no longer a {{dropDatabase}} call. Then it will wait on the ongoing {{dropDatabase}} call.    When the database is finally dropped, it's guaranteed that none of the clients waiting on it would be another drop database, so they should all be able to proceed. There might be edge cases where one client is able to execute multiple commands and one of those commands is another {{dropDatabase}}, but the likelihood of this happening 5 times in a row should be much smaller if not negligible.    From a correctness perspective, this change will make some {{dropDatabase}} implicitly into no-ops, which should not cause loss of test coverage, as databases can't be dropped in parallel in the first place. The tests that run parallel dropDatabases also all randomized tests and don't expect these operations to all succeed when there are parallel clients operating on the same database.    -We should also write a dedicated regression test that does a high number of collection DDL operations while dropping and creating databases to simulate the timeout failures we've seen, the changes from this ticket should prevent the test from failing.-    The -new test and the- changes to not retry {{dropDatabase}} should be limited to affect only the {{concurrency_simultaneous_replication}} suite, as we have not seen this failure elsewhere so far.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36756","08/18/2018 15:01:13",1,"Log the githash of the 10gen/jstestfuzz repository when the fuzzer's self-tests fail ""(This came up when looking at a BF ticket with [~sviatlana.zuiko].)    There is currently no information about the version of the 10gen/jstestfuzz repository we are running [when it fails|https://github.com/mongodb/mongo/blob/d0b0d782a14e9c0ac5724e35fb0bc2e20abcca67/etc/evergreen.yml#L1699-L1712] and the Build Baron ends up going off of the timestamp of when the Evergreen task ran. The following is the information that [we log about the 10gen/jepsen repository|https://github.com/mongodb/mongo/blob/d0b0d782a14e9c0ac5724e35fb0bc2e20abcca67/etc/evergreen.yml#L1575-L1577].    ""","  branch=$(git symbolic-ref --short HEAD)  commit=$(git show -s --pretty=format:""""%h - %an, %ar: %s"""")  echo """"Git branch: $branch, commit: $commit""""  ",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36757","08/18/2018 15:02:28",2,"Generate and extract mongoebench-compatible JSON config files to consistent locations ""The script from SERVER-36069 writes the mongoebench-compatible JSON config files to a {{src/third_party/mongo-perf/mongoebench/}} directory. The """"fetch benchmark embedded files"""" added to Evergreen as part of SERVER-36076 extracts the mongoebench-compatible JSON config files to a top-level {{benchrun_embedded/}} directory. The {{benchrun_embedded*.yml}} test suites similiarly run the mongoebench-compatible JSON config files from a top-level {{benchrun_embedded/}} directory.    We should have these directories be consistent with each other so that resmoke.py can be used to run the tests, regardless of whether the mongoebench-compatible JSON config files were generated locally or downloaded from S3. We should also add an entry for the directory to a {{.gitignore}} file because we made a decision to not include the mongoebench-compatible JSON config files in the source tree.""","",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36780","08/21/2018 12:55:17",1,"Debian packages for MongoDB 4.0.1 missing ""MongoDB 4.0.1 was released [6 August 2018|https://docs.mongodb.com/manual/release-notes/4.0/#aug-6-2018] and the installation documentation refers to version 4.0.1 under [Install a specific release of MongoDB|https://docs.mongodb.com/manual/tutorial/install-mongodb-on-debian/#install-a-specific-release-of-mongodb], but this version does not appear to exist in the APT repository:    {{$ apt-cache policy mongodb-org}}   {{mongodb-org:}}   {{  Installed: (none)}}   {{  Candidate: 4.0.0}}   {{  Version table:}}   {{     4.0.0 500}}   {{        500 [http://repo.mongodb.org/apt/debian] stretch/mongodb-org/4.0/main amd64 Packages}}    This appears to apply to both Debian Stretch and Debian Jessie. Looking at the APT release file for [Stretch|http://repo.mongodb.org/apt/debian/dists/stretch/mongodb-org/4.0/Release] and [Jessie|http://repo.mongodb.org/apt/debian/dists/jessie/mongodb-org/4.0/Release], they do not appear to have been updated since the end of June.     ""","",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SERVER-36812","08/22/2018 23:07:14",2,"Log obvious details when resmoke observes killed processes ""In BF-10349, the shell crashed due to segfault, but the shell didn't print out stack trace on exit. Resmoke logged the test exited with -11. However there are 10 mongo shells, it's not clear which one crashed. It's also not clear that's the shell who crashed. We have core dumps in this case, which have sufficient stack trace for debugging. It will be great if the error message can indicate that core dump is available and which process the developer should look into.        Resmoke may also start mongods, I'm not sure if their exit error messages are clear. It would be great it's obvious who observed the crash and the error message from resmoke is consistent with that from the shell (e.g. {{ReplSetTest}}).  ""","   [2018/08/19 15:49:33.497] [executor:js_test:job0] 2018-08-19T19:49:33.495+0000 Received a StopExecution exception: JSTest jstestfuzz/out/jstestfuzz-6828-ent_fe14-qa_a6ce-1534707044622-33.js failed.   [2018/08/19 15:49:33.684] [executor] 2018-08-19T19:49:33.684+0000 Summary: 67 test(s) ran in 1040.76 seconds (66 succeeded, 41 were skipped, 1 failed, 0 errored)   [2018/08/19 15:49:33.684]     The following tests failed (with exit code):   [2018/08/19 15:49:33.684]         jstestfuzz/out/jstestfuzz-6828-ent_fe14-qa_a6ce-1534707044622-33.js (-11)  ",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36816","08/23/2018 04:40:05",2,"Avoid reloading the view catalog on the primary and secondaries during the dbhash check ""The changes from SERVER-25640 made it so the {{listCollections}} command is run with a {{$in}} query containing the names of the collections returned by the {{dbHash}} command.    * [against the primary|https://github.com/mongodb/mongo/blob/2bed54b084995f2c2dd048b6a70b6fd678e1ac30/src/mongo/shell/replsettest.js#L1855-L1858]  * [against the secondary|https://github.com/mongodb/mongo/blob/2bed54b084995f2c2dd048b6a70b6fd678e1ac30/src/mongo/shell/replsettest.js#L1907-L1910]    The query leads to the view catalog being reloaded because [a very special filter must be used|https://github.com/mongodb/mongo/blob/2bed54b084995f2c2dd048b6a70b6fd678e1ac30/src/mongo/db/commands/list_collections_filter.cpp#L37-L42] to prevent that behavior. There is logic in the {{checkDBHashesForReplSet()}} function that's only enabled for the fuzzer test suites to skip [checking the dbhash when reloading the view catalog fails due to an invalid view definition|https://github.com/mongodb/mongo/blob/2bed54b084995f2c2dd048b6a70b6fd678e1ac30/src/mongo/shell/replsettest.js#L1860-L1865]; however, it seems more worthwhile to avoid reloading the view catalog as we've found that an {{InvalidNamespace}} error response may be returned for certain patterns involving null bytes.    We should instead use the very special filter to prevent the view catalog from being reloaded on the server during the {{listCollections}} command and do the actual filtering on the client-side.    ""","  // Don't run validate on view namespaces.  let filter = {type: 'collection'};  if (jsTest.options().skipValidationOnInvalidViewDefinitions) {      // If skipValidationOnInvalidViewDefinitions=true, then we avoid resolving the view      // catalog on the admin database.      //      // TODO SERVER-25493: Remove the $exists clause once performing an initial sync from      // versions of MongoDB <= 3.2 is no longer supported.      filter = {$or: [filter, {type: {$exists: false}}]};  }  ",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36817","08/23/2018 05:03:10",1,"replSetFreeze command run by stepdown thread may fail when server is already primary ""As part of the changes to address SERVER-35383 and based on [this comment|https://jira.mongodb.org/browse/SERVER-35124?focusedCommentId=1916761&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-1916761] from SERVER-35124, the stepdown thread in resmoke.py runs the {{\{replSetFreeze: 0\}}} command to make the former primary electable in the next round of stepdowns. Since the primary is only stepped down [for 10 seconds (by default)|https://github.com/mongodb/mongo/blob/2bed54b084995f2c2dd048b6a70b6fd678e1ac30/buildscripts/resmokelib/testing/hooks/stepdown.py#L28], it is possible for enough time to have passed for the primary to have tried to step back up on its own before the {{\{replSetFreeze: 0\}}} command is run.    We either need to handle the {{OperationFailure: cannot freeze node when primary or running for election. state: Primary}} exception or prevent it from occurring.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36819","08/23/2018 06:06:01",1,"Enterprise RHEL 7.1 PPC64LE builder attempts to run concurrency_simultaneous_replication on rhel72-zseries-build distro ""This leads to system failures in Evergreen because we're attempting to run binaries compiled for PowerPC on a zSeries platform. This has come up not too long ago in SERVER-35416 that it might be audit the other {{concurrency*}} tasks which were added recently.            https://github.com/mongodb/mongo/blob/2bed54b084995f2c2dd048b6a70b6fd678e1ac30/etc/evergreen.yml#L11568-L11570""","  [2018/08/11 13:41:06.435] sh: line 34: mongodb-linux-ppc64le-enterprise-rhel71-4.1.1-306-gd6b5625/bin/mongo: cannot execute binary file    - name: enterprise-rhel-71-ppc64le    display_name: Enterprise RHEL 7.1 PPC64LE    ...    tasks:      ...    - name: concurrency_simultaneous_replication      distros:      - rhel72-zseries-build  ",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERVER-36897","08/27/2018 22:25:59",2,"OplogReader.hasNext can return false -> true, confusing `checkOplogs` ""{{`ReplSetTest.checkOplog`}} will establish a reverse table scanning cursor on the oplog from each node, then """"BFS"""" to compare the oplog for consistency. It will first get the latest entry in each oplog and perform a comparison, then advance all of the cursors and compare again. It allows the oplogs to have a different number of entries, so long as they match on the latest entries.    To do so, {{checkOplog}} relies on [{{OplogReader.hasNext}}|https://github.com/mongodb/mongo/blob/2145028db135b539c51713acad6952ef36e646cf/src/mongo/shell/replsettest.js#L2105] to always return false after it has done so for the first time. However, if the call that executes the query receives a {{CappedPositionLost}} (thus [not instantiating the shell's internal {{_cursor}}|https://github.com/mongodb/mongo/blob/2145028db135b539c51713acad6952ef36e646cf/src/mongo/shell/query.js#L112], a follow-up {{OplogReader.hasNext}} can return true, having re-issued the find and receiving a batch from the oplog starting at the latest entry.""","",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
