"issuekey","created","storypoint","context","codesnippet","t_Improvement","t_Bug","t_New.Feature","t_Story","c_Core","c_Titanium","c_Security","c_Verification","c_Registry","c_CLI","c_Installer","c_Node.Utilities","c_Documentation","c_Markdown"
"CLI-765","08/13/2015 01:01:39",1,"""appc new --type app"" is not available in the Appc CLI *Details:* {{appc new --type app}} is not available in the Appc CLI.    *Note:* The following {{--type}} values are available in the Titanium CLI:      *Steps to reproduce:*  # In Appc CLI, run: {{appc new --type app}}    *Actual:* {{Unable to find plugin for project type ""app""}} error appears:      *Expected:* {{appc new --type app}} should be available.","  Create --type=app Options:     --id <value>                  the App ID in the format 'com.companyname.appname'     --template <value>            the name of the project template, path to template dir, path to zip                                   file, or url to zip file  [default: default]     -d, --workspace-dir <value>   the directory to place the project in     -n, --name <value>            the name of the project     -p, --platforms <value>       one or more target platforms.  [all, android, mobileweb, iphone,                                   ipad, windows]     -u, --url <value>             your company/personal URL     Create --type=applewatch Options:     --template <value>          the name of the project template, path to template dir, path to zip                                 file, or url to zip file  [default: watchos1]     -d, --project-dir <value>   the directory containing the project  [default: .]     -n, --name <value>          the name of the watch app     Create --type=module Options:     --id <value>                  the App ID in the format 'com.companyname.appname'     --template <value>            the name of the project template, path to template dir, path to zip                                   file, or url to zip file  [default: default]     -d, --workspace-dir <value>   the directory to place the project in     -n, --name <value>            the name of the project     -p, --platforms <value>       one or more target platforms.  [all, android, mobileweb, ios,                                   windows]    ERROR  | Error: unable to find plugin for project type ""app""      at validatePluginType (/Users/wluu/.appcelerator/install/4.2.0-44/package/lib/commands/new.js:70:22)      at _new.async.series.plugin (/Users/wluu/.appcelerator/install/4.2.0-44/package/lib/commands/new.js:79:12)      at /Users/wluu/.appcelerator/install/4.2.0-44/package/node_modules/async/lib/async.js:607:21      at /Users/wluu/.appcelerator/install/4.2.0-44/package/node_modules/async/lib/async.js:246:17      at iterate (/Users/wluu/.appcelerator/install/4.2.0-44/package/node_modules/async/lib/async.js:146:13)      at /Users/wluu/.appcelerator/install/4.2.0-44/package/node_modules/async/lib/async.js:157:25      at /Users/wluu/.appcelerator/install/4.2.0-44/package/node_modules/async/lib/async.js:248:21      at /Users/wluu/.appcelerator/install/4.2.0-44/package/node_modules/async/lib/async.js:612:34      at /Users/wluu/.appcelerator/install/4.2.0-44/package/lib/commands/new.js:43:12      at /Users/wluu/.appcelerator/install/4.2.0-44/package/lib/registry.js:233:10  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-767","08/13/2015 01:56:09",3,"""Missing required option: --id <value>"" error is returned if you specify all the required flags to create an app *Details:* {{Missing required option: --id <value>}} error is returned if you specify all the required flags to create an app.    *Steps to reproduce:*  # Run the following command:  {{appc new --type titanium --subtype new  --platforms iphone --id com.appcelerator.testing --name monkey --project-dir ~/monkey  --url http:// --log-level trace}}    *Actual:* {{Missing required option: --id <value>}} error will appear:      *Expected:* No errors should appear.","  Missing required option: --id <value>    done with plugin [Error: titanium exited with non-zero exit code (1)]  ERROR  | Error: titanium exited with non-zero exit code (1)      at ChildProcess.<anonymous> (/Users/wluu/.appcelerator/install/4.1.3-1/package/node_modules/appc-cli-titanium/plugins/new.js:191:21)      at ChildProcess.emit (events.js:98:17)      at Process.ChildProcess._handle.onexit (child_process.js:820:12)  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-768","08/13/2015 02:35:11",8,"Alloy app fails to build on window's with error ""Alloy compiler failed"" *This is a regression. Builds successfully with 4.1.2, 4.2.0-1 appc CLI. Did not check all the versions of the 4.2.0-X CLI as there are a lot. Went back till 4.2.0-40 & it failed. The build fails with 4.1.3-1 appc CLI as well.*    h6. Created this ticket In Unified CLI project as building with older CLI works fine. Please move to other project if suitable.    h5.Steps To Reproduce:  1. Create an alloy project on windows machine. (I used win 8.1 64 bit).  2. Build the app for windows or android.    h5.Actual Result:  1. The alloy compiler fails:      h5.Expected Results:  1. The alloy app build successfully on windows.","  [DEBUG] Titanium SDK Android directory: C:\ProgramData\Titanium\mobilesdk\win32\4.2.0.v20150812161221\android  [DEBUG] App ID: com.app.alloy  [DEBUG] Classname: Alloy  [INFO]  Executing Alloy compile: cmd /s /c C:\Users\Steve Ballmer\.appcelerator\install\4.1.3-1\package\node_modules\appc-cli-titanium\node_modules\.bin\alloy compile C:\Users\Steve Ballmer\Desktop\alloy\app --config platform=android,version=0,simtype=none,dev  icefamily=none,deploytype=development,target=emulator  '""C:\Users\Steve Ballmer\.appcelerator\install\4.1.3-1\package\node_modules\appc-cli-titanium\node_modules\.bin\alloy""' is not recognized as an internal or external command,  operable program or batch file.  [ERROR] Alloy compiler failed  TRACE  | titanium exited with exit code 1  ERROR  | Error: ti run exited with error code 1      at ChildProcess.<anonymous> (C:\Users\Steve Ballmer\.appcelerator\install\4.1.3-1\package\node_modules\appc-cli-titanium\plugins\run.js:89:66)      at ChildProcess.emit (events.js:98:17)      at Process.ChildProcess._handle.onexit (child_process.js:820:12)  ",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-774","08/17/2015 04:29:17",8,"Support for WatchOS2 project in appc With the latest Titanium CLI and SDK, we are finally able to build watch OS2 apps. We need *appc new* and *appc run* to support the following:    To create a watch OS 2 and titanium Project, follow these steps:  1. Create a new project: ti create --type app --name foo --id com.appc.foo --platforms all --url http://foo --workspace-dir .  2. cd into the project: cd foo  3. Add a WatchKit 2 app: ti create --type applewatch --name bar --template watchos2  4. Build the app: ti build -p ios -I 9.0 --launch-watch-app","",0,1,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-776","08/19/2015 18:56:52",3,"Community: 502 Bad Gateway is returned when building a mobile project with GA stack *Details:* In the community, there are reports that when you build a mobile project, a *502 Bad Gateway* is returned: https://community.appcelerator.com/topic/2982/problem-with-build-application-on-mac-502-bad-gateway/2    *Notes:*  * Currently, we are unable to reproduce this issue internally.  * This issue seems to affect developers with an indie account, however, issue is still unreproducible internally with indie account.  * Clean install does not seem to remedy the issue.    *Possible steps to reproduce:*  # Switch to an indie account  # Make sure you have the GA stack installed on your machine; see Environment field  # Create a mobile project with {{appc new}}  # Then, run project with {{DEBUG=* appc run -p ios -l trace}}    *Actual:* 502 Bad Gateway is returned during mobile project build:      Also, see attachment for full community trace log.    *Expected:* Should be able to build a mobile project without any issues.  ","  \n <deployment-targets>\n <target device=""android"">true</target>\n <target device=""ipad"">false</target>\n <target  device=""iphone"">false</target>\n <target device=""mobileweb"">false</target>\n <target device=""windows"">false</target>  n </deployment-targets>\n <sdk-version>4.1.0.GA</sdk-version>\n <plugins>\n <plugin version=""1.0"">ti.alloy</plugin>\n </  plugins>\n <property name=""appc-app-id"" type=""string"">55d186ebea805048690ef82c</property>\n</ti:app>"",""modules"":[]},""gzip"":t  rue,""followAllRedirects"":true,""url"":""https://security.appcelerator.com/build-verify""}  [TRACE] result from /build-verify=> undefined, err={""resp"":{""statusCode"":502}}  [ERROR] (502) <html><body><h1>502 Bad Gateway</h1>  The server returned an invalid or incomplete response.  </body></html>  TRACE | titanium exited with exit code 100  ERROR | Error: ti run exited with error code 100  at ChildProcess.<anonymous> (/Users/jaroslaw/.appcelerator/install/4.1.2/package/node_modules/appc-cli-titanium/plugins/run.j  s:84:66)  at ChildProcess.emit (events.js:117:20)  at Process.ChildProcess._handle.onexit (child_process.js:820:12)  ",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-778","08/19/2015 21:57:07",5,"Update check from the appcelerator npm does not inform the user of available update Update check in the appcelerator npm relies on response from {{/api/appc/list}}, specifically the attribute {{latest}}, to check against installed versions and determine if there is new appc-cli package. However, the response does not have the {{latest}} attribute, the user is not informed of any updates.    bq. appc:util update check completed, latest is undefined +3ms","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-785","08/26/2015 10:52:33",1,"Prompts/Options for creating WatchOS2 project are confusing when not ran in project dir The questions/options for {{appc new -t applewatch}} are confusing and need to be improved:    * Where's the project directory? ./appc-sample-ti500  ** Of the existing Titanium app or for the Watch app? Should say _Titanium project_  * What's the project name? appc-sample-ti500  ** Of the existing Titanium app or for the Watch app? Can it be the same? If so, it should have that as default. If not, it should say so and validate it is not.  * Do you want to overwrite? Yes  ** Any existing extension or the Titanium app? If it's about the extension then it should say so and only if one is present (when I did it hadn't). If it is about the app.. then I don't get it.  * Please provide your password for enabling Test service:  ** For the Watch app? If it's for the Titanium app then why prompt when I create a Watch app?    The question to overwrite is even more confusing because when there *is* already an extension with the given name it will fail:        *UPDATE:* I've seen that if I run {{appc new -t applewatch}} in the project directory itself it will only ask for the name.","  ? What's the project name? appc-sample-ti500  Watch app already exists: /Users/fokkezb/dev/samples/appc-sample-ti500/extensions/appc-sample-ti500  Invalid ""--name"" value ""appc-sample-ti500""    ERROR  | titanium exited with non-zero exit code (1)  ",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-788","08/26/2015 11:20:53",2,"""use"" not listed in help Running {{appc}} does not list the {{use}} command.","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-791","08/26/2015 12:24:18",3,"If login is needed it should end with a message before continuing with original command The following shows that when a login is required for a command, there's nothing between the prompt for the login and the logs of the actual command - which in this case is a question as well.    This is confusing. There should be at least a blank line, but probably some message (_You are logged in_) before continuing.    ","  appc-sample-ti500 $ appc new --type applewatch --template watchos2  Appcelerator Command-Line Interface, version 5.0.0-16  Copyright (c) 2014-2015, Appcelerator, Inc.  All Rights Reserved.    Preproduction Environment Active    Appcelerator Login required to continue ...    ? Appcelerator ID: fzandbergen@appcelerator.com  ? Password: *********  ? Into which organization would you like to login? Appcelerator, Inc  ? What's the project name?  ",1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-792","08/26/2015 16:27:01",1,"Regression running project ⚡ appc run -l trace  fs.js:761    return binding.readdir(pathModule._makeLong(path));                   ^  Error: ENOENT, no such file or directory 'lib/commands'      at Error (native)      at Object.fs.readdirSync (fs.js:761:18)      at Object.<anonymous> (/Users/jhaynie/.appcelerator/install/5.0.0-20/package/index.js:61:19)      at Module._compile (module.js:460:26)      at Object.Module._extensions..js (module.js:478:10)      at Module.load (module.js:355:32)      at Function.Module._load (module.js:310:12)      at Module.require (module.js:365:17)      at require (module.js:384:17)      at Object.<anonymous> (/Users/jhaynie/.appcelerator/install/5.0.0-20/package/bin/appc:11:12)","",0,1,0,0,1,0,0,0,0,0,0,0,0,0
"CLI-794","08/27/2015 09:04:59",3,"""appc new --type applewatch"" should default to watchos2 instead of watchkit1 Since from now on people will likely create Watch OS 2 apps instead of WatchKit 1 extensions we should default to {{watchos2}} for {{appc new --type applewatch}}.","",1,0,0,0,0,1,0,0,0,0,0,0,0,0
"CLI-798","08/31/2015 14:55:57",3,"For android, we're sending unnecessary data in build-verify Notice the ""bindings"" property that is attaching a bunch of stuff that is unnecessary and wasteful.  We should remove this (and any other) key from the tiapp object before sending api.  ","",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"CLI-803","09/08/2015 20:36:54",3,"Node 4.0 GA doesn't work with CLI Running appc just immediately exits    Tried re-installing the npm with same result.  ","",1,0,0,0,1,0,0,0,0,0,0,0,0,0
