"issuekey","created","storypoint","context","codesnippet","t_New.Feature","t_Bug","t_Improvement","t_Task","c_Valdator.Server","c_Go.SDK","c_Packaging","c_XO.Family","c_Documentation","c_Validator.Global.State","c_Settings.Family","c_sawtooth.core","c_Validator.Txn.Execution","c_Continuous.Integration","c_REST.API","c_Javascript.SDK","c_Python.SDK","c_PoET","c_Supply_Chain","c_Validator.Journal","c_OMI.Summer.Lab","c_Hyperledger","c_sawtooth.CLI","c_Validator.Networking","c_Burrow.EVM","c_Java.SDK","c_Private.Transaction","c_Design","c_C...SDK","c_Poet2"
"STL-248","05/18/2017 14:49:17",1,"Complete Supplychain Transaction Processor Permission enforcement. ""Review the permission checks and update the transaction handler to enforce proper permission enforcement in the Transaction Handler. The code below has TBD comments in many of the places to update.                    class RecordHandler(object):   @classmethod   def apply(cls, transaction, state):   payload = json.loads(transaction.payload.decode())    LOGGER.debug(""""apply payload: %s"""", repr(payload))    tnx_action = payload.get('Action', None)   txnrecord_id = payload.get('record_id', None)    header = TransactionHeader()   header.ParseFromString(transaction.header)   tnx_originator = addressing.get_agent_index(   addressing.get_agent_id(header.signer_pubkey))   # Retrieve the stored record data if an ID is provided.   record_id = txnrecord_id   record_store_key = record_id    record_store = state_get_single(state, record_store_key)   # TBD: the originator should be a registered agent   # TBD: if it's not Create then the record should exist     # Check Action   if tnx_action == 'Create':   if txnrecord_id is None:   raise InvalidTransaction(   'Record id expected for CreateRecord')    record_store = \{}   cls.create_record(tnx_originator, record_id, payload,   state, record_store)   # TBD: If there are parents they should not be final and they should   # have accepted applications from the txn originator.   # TBD: If it is an ownership transfer then then the record should   # not have custodians.   # TBD: What if the sensor is already registered? Should we require   # an unregister operation?    elif tnx_action == """"CreateApplication"""":   if txnrecord_id is None:   raise InvalidTransaction(   'Record id expected for create_application')    cls.create_application(tnx_originator, record_id, payload,   state, record_store)   # TBD: Check for existing application - for now only one at a   # time.   # TBD: applicationtype is owner or custodian, terms should be   # defined   # TBD: If app for ownership, then there should be no custodians    elif tnx_action == """"AcceptApplication"""":   if txnrecord_id is None:   raise InvalidTransaction(   'Record id expected for accept_application')    cls.accept_application(tnx_originator, record_id, payload,   state, record_store)   # TBD: must be the record holder   # TBD: there must be an open application    elif tnx_action == """"RejectApplication"""":   if txnrecord_id is None:   raise InvalidTransaction(   'Record id expected for reject_application')    cls.reject_application(tnx_originator, record_id, payload,   state, record_store)   # TBD: must be the record holder   # TBD: there must be an open application    elif tnx_action == """"CancelApplication"""":   if txnrecord_id is None:   raise InvalidTransaction(   'Record id expected for cancel_application')    cls.cancel_application(tnx_originator, record_id, payload,   state, record_store)   # TBD: must be the application creator   # TBD: there must be an open application    elif tnx_action == """"Finalize"""":   if txnrecord_id is None:   raise InvalidTransaction(   'Record id expected for Finalize')    cls.finalize_record(tnx_originator, record_id, payload,   state, record_store)   # TBD: must be the record owner. The only way a custodian can   # finalize a record is by making a child.   # TBD: record must not be final already   else:   raise InvalidTransaction('Action \{} is not valid'.   format(tnx_action))     # Store the record data back   state_put_single(state, record_store_key, record_store)    @classmethod   def create_record(cls, originator, record_id, payload, state, my_store):   sensor_id = payload.get('Sensor', None)   sensor_idx = None   if sensor_id != None:   sensor_idx = addressing.get_sensor_index(sensor_id)    record_info = \{}   # Owner set below   record_info['CurrentHolder'] = originator   # Custodians set below   record_info['Parents'] = payload.get('Parents', None)   record_info['Timestamp'] = payload.get('Timestamp')   record_info['Sensor'] = sensor_idx   record_info['Final'] = False   record_info['ApplicationFrom'] = None   record_info['ApplicationType'] = None   record_info['ApplicationTerms'] = None   record_info['ApplicationStatus'] = None   record_info['EncryptedConsumerAcccessible'] = None   record_info['EncryptedOwnerAccessible'] = None   my_store['RecordInfo'] = record_info    my_store['StoredTelemetry'] = payload.get('Telemetry', \{})   my_store['DomainAttributes'] = payload.get('DomainAttributes', \{})   # Determine if this record has parents   has_parents = record_info['Parents'] != None and \   len(record_info['Parents']) > 0     # If there are parents update Owner and Custodian depending on the   # ApplicationType   if has_parents:   # Use the first parent   # TBD: how to handle multiple parents? If there are no custodians   # then it seems straight forward to transfer to the new owner.   # Maybe if there are custodians then all but the first need to be   # held by the owner and we handle it based on the first parent.   # One thing that could be useful here is to be able to combine   # multiple parents and keep the owner/custodians the same - right   # now we can only add a custodian or pop the stack.   parent_id = record_info['Parents'][0]   parent_store = state_get_single(state, parent_id)   if parent_store['RecordInfo']['ApplicationType'] == """"Owner"""":   # Transfer ownership - in this case there should be   # no custodians.   assert len(parent_store['RecordInfo']['Custodians']) == 0   record_info['Owner'] = originator   record_info['Custodians'] = []   else:   # Transfer custodianship   record_info['Owner'] = \   parent_store['RecordInfo']['Owner']   record_info['Custodians'] = \   list(parent_store['RecordInfo']['Custodians'])     # Check the next to last element of the Custodians array. If it   # is the new holder, then this is a 'pop' operation. It's also   # a pop if here is one custodian and the applicant is the   # owner.   is_pop = False   if len(record_info['Custodians']) > 1 and \   record_info['Custodians'][-2] == originator:   is_pop = True   elif len(record_info['Custodians']) == 1 and \   record_info['Owner'] == originator:   is_pop = True    if is_pop:   record_info['Custodians'].pop()   else:   record_info['Custodians'].append(originator)   else:   # No parents, just create a new record   record_info['Owner'] = originator   record_info['Custodians'] = []     # If there are parents mark them as final.   if has_parents:   for parent in record_info['Parents']:   parent_store = state_get_single(state, parent)   parent_store['RecordInfo']['Final'] = True   state_put_single(state, parent, parent_store)     # Remove the record from the former owner - even if this   # is a custodian transfer we need to store the new   # record ID with the owner.   AgentHandler.remove_record_owner(state,   parent_store['RecordInfo'][""""Owner""""],   parent)     # Remove the previous holder   AgentHandler.remove_record_holder(state,   parent_store['RecordInfo'][""""CurrentHolder""""],   parent)     # Remove the accepted application from the new owner   AgentHandler.remove_accepted_application(state,   parent_store['RecordInfo']['ApplicationFrom'],   parent)     # Record the owner of the new record in the agent   AgentHandler.add_record_owner(state, record_info[""""Owner""""], record_id,   record_info[""""Owner""""] == record_info[""""CurrentHolder""""])   # Record the new record holder in the agent   AgentHandler.add_record_holder(state, record_info[""""CurrentHolder""""],   record_id)     # Register the sensor   if sensor_id != None:   if state_get_single(state, sensor_idx) != None:   sensor_store = state_get_single(state, sensor_idx)   else:   sensor_store = \{}   sensor_store[""""Record""""] = record_id   sensor_store[""""Name""""] = sensor_id   state_put_single(state, sensor_idx, sensor_store)    @classmethod   def create_application(cls, originator, record_id,   payload, state, my_store):   record_info = my_store['RecordInfo']   # Agent ID who initiated the application   record_info['ApplicationFrom'] = originator   # custodian or owner   record_info['ApplicationType'] = payload['ApplicationType']   # Should be encrypted?   record_info['ApplicationTerms'] = payload['ApplicationTerms']   # To indicate acceptance (or not) of the application.   record_info['ApplicationStatus'] = """"Open""""     # Record the new application in the current holder   AgentHandler.add_open_application(state,   record_info['ApplicationFrom'],   record_info['CurrentHolder'],   record_id)    @classmethod   def accept_application(cls, originator, record_id, payload, state,   my_store):   # Mark the application as accepted. After this the new   # owner/custodian is able to make a new record with this   # record as the parent.   record_info = my_store['RecordInfo']   record_info['ApplicationStatus'] = """"Accepted""""     # Record the accepted application in the new holder   AgentHandler.remove_open_application(state,   record_info['ApplicationFrom'],   record_info['CurrentHolder'],   record_id)   AgentHandler.add_accepted_application(state,   record_info['ApplicationFrom'],   record_id,   record_info['Sensor'])    @classmethod   def reject_application(cls, originator, record_id, payload, state,   my_store):   # Mark the application as rejected.   record_info = my_store['RecordInfo']   record_info['ApplicationStatus'] = """"Rejected""""     # Record the rejected application in the agent   AgentHandler.remove_open_application(state,   record_info['ApplicationFrom'],   record_info['CurrentHolder'],   record_id)    @classmethod   def cancel_application(cls, originator, record_id, payload, state,   my_store):   # Mark the application as cancelled.   record_info = my_store['RecordInfo']   record_info['ApplicationStatus'] = """"Cancelled""""     # Record the cancelled application in the agent   AgentHandler.remove_open_application(state,   record_info['ApplicationFrom'],   record_info['CurrentHolder'],   record_id)    @classmethod   def finalize_record(cls, originator, record_id, payload, state, my_store):   record_info = my_store['RecordInfo']   # TBD: check that there are no custodians before finalizing   record_info['Final'] = True   # Remove the record from the agent   # TBD: handle any pending applications   assert record_info['Owner'] == originator   assert record_info['CurrentHolder'] == originator   AgentHandler.remove_record_owner(state, originator, record_id)   AgentHandler.remove_record_holder(state, originator, record_id)""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-252","05/19/2017 17:50:58",2,"Write OMI TP spec/defintion ""    Use Cases      - Cataloging, attributing and distributing live DJ mixes           -- Register Artist/DJ          -- Register Song/Mix/Asset          -- Reference Other Songs/Assets in New Asset      - Commercializing mixtapes built from original material and back catalogs           -- Register Artist          -- Register Song/Asset          -- Reference Other Songs/Assets in New Asset      - Compensating musicians for visual works using their songs as data           -- Provide Payment information for Songs/Assets (Who/How Much)      - Identifying individuals for their contribution to single tracks in new works           -- Register Individuals          -- Reference Individuals as Contributors In Songs/Assets                    Transaction Actions      - Register Entity/Identity (Artist / DJ / Individuals)           -- Fields               --- Name      - Update by Owner/Registrar      - Register Asset (Song/Mix/Compilation/Visual Work)           -- Fields (Not all are req'd)               -- 'Owner' of Asset (Could be label/PRO/etc.)              -- Title of Work              -- Type (Recording/Composition/Mix/Visual/etc.)              -- ISRC, ISWC, IPI, ISNI              -- Label              -- Songwriter / Composer              -- Publisher              -- Reference Entities as Contributors In Songs/Assets              -- Reference Other Assets in New Asset                   --- Entirely new works have no references                  --- Derivatives have a single reference                  --- Mixes/Compilations have multiple references              -- Provide Payment Information for Songs/Assets                   --- Contact Information                  --- OR                  -- Addresses and Royalty Split/Amounts              -- splits to contributors and publishers.      -- Update Fields by Owner/Registrar""","",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STL-253","05/19/2017 17:52:36",5,"Implement the OMI transaction Processor ""This can be done on top of the supplychain transaction processor or as it's own TP, which ever path is more expedient.          ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STL-254","05/19/2017 17:53:16",5,"OMI Domain Specific Javascript Library ""Write a domain specific JS library to enable easy access to the validator data store and submission of Transactions to the validator. This should include a tutorial and sufficient documentation to enable   easy use. This library should run in the broswer environment or under node.js""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STL-255","05/19/2017 17:55:43",2,"OMI Plan for deployment ""Create plan and collateral necessary to support the OMI Summer labs. This may include standing up servers to host validators, creating Docker compose files to allow the participants to run validators with the OMI TP (potentially local copies they have modified).       ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STL-256","05/19/2017 17:57:22",2,"Plan & document training and training collateral ""What do the participants need to know? How do they bring up and interact with a tests system?          Generate any tutorials documentation and guides the OMI Summer Lab participants may need in order to use the OMI TP.           ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STL-258","05/19/2017 18:06:18",5,"Package OMI transaction processor ""Package transaction processor in deb or docker as appropriate to execute on plan for deployment.    This includes appropriate documentation.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STL-259","05/19/2017 18:07:48",2,"Package OMI domain-specific Javascript ""Package javascript library for in-browser use as appropriate to execute on the plan for deployment.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STL-260","05/19/2017 19:04:28",2,"Finalize design of api-key based authorization ""* What format will the key be in?   * What endpoints and query parameters will be added?   * What configuration options will be available?""","",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-269","05/20/2017 00:03:24",5,"Add Supplychain rest interface ""Add a domain specific rest api. Implement in accordance with the Spec writtent in STL-295    Associated python client issue is STL-491.""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-270","05/20/2017 00:04:22",2,"Supplychain Transaction Processor Spec ""Write a transaction processor spec""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-271","05/20/2017 00:06:22",1,"Update the Supplychain TP to handle Hash collisions.  ""Currently the the supplychain TP assumes all hashes are unique, and will overwrite items in the case of a collision. It needs to be updated to follow the standard pattern of using a ordered dictionary or list at each address to allow for collisions. ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-272","05/20/2017 00:08:31",1,"Update the Supplychain TP to use ProtoBuf for global state representation ""Currently the Supplychain TP uses ProtoBuf as global state storage. Protobuf is a better choice due to it's conciseness and repeat-ability. Updated as per comment below. ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-277","05/20/2017 21:37:10",3,"Implement basic intkey show, list, inc, dec, set CLI commands ""The intkey command currently lacks the ability to generate specific inc/dec/set transactions as well as the ability to view the current intkey namespace.    Propose the following be added to the intkey CLI:    intkey inc NAME  intkey dec NAME  intkey set NAME VALUE  intkey list  intkey show NAME    ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-279","05/20/2017 21:50:27",1,"Update pylint support to 1.7.x and un-pin current pylint=1.6.5 in docker images ""The release of pylint 1.7.x broke builds.  As a workaround, we pinned the docker pip installs at 1.6.5 so builds continue to work.    Linting in the vagrant environment is currently broken as it installs 1.7.x which the code does not pass.    At the completion of this task:    - sawtooth-core will support the latest pylint 1.7.x  - pylint will no longer be pinned to a specific version withing docker or vagrant  ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-281","05/20/2017 22:02:16",3,"Publish JS SDK to NPM registry ""In order to simplify development for app developers, publish the Javascript SDK to the NPM registry.  This will allow user to simple run {{npm install -S sawtooth-sdk}} ""","",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-286","05/22/2017 04:04:43",1,"xo show returns 404 when game doesn't exist ""xo show gives an unfriendly message when a game does not exist:    % ./bin/xo show game000  Error: Error 404: Not Found    Instead, this should give """"Error: no such game: game000"""".""","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-289","05/22/2017 15:30:23",3,"Create Supplychain python client and CLI ""Create a command line cli to allow for submission SC transactions and query of SC State. This should also include a document that provides detailed instructions on the usages and walks thru an example use case. ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-291","05/22/2017 15:41:55",1,"Move Curve ZMQ keys out of core.py to local config files ""The hardcoded 'public network instance' Curve ZMQ keys should be moved out of the code into a local config file (depends on the completion of local config stories). Moving the keys to local config would allow a basic configuration of a secured network based on sideband sharing of a single network keypair to all participating nodes.    Make sure that the choice of configuration plays nicely with the planned design for a stronger 'per-node' key scheme.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"STL-297","05/22/2017 15:58:21",5,"Design a mechanism for permissioned access to a network based on validator keys and on-chain config ""Validators should be able to determine whether messages delivered to them should be handled or dropped based on a set of identities stored in the config namespace. Permissioning rules could determine the roles an identity is able to play on the network (e.g. connect, peer, publish blocks, forward blocks/batches). Message handlers should examine incoming messages against the permissioning rules and the current configuration and either permit, drop, or respond with an error to the sending node. In certain cases (e.g. attempting to peer without permission), it may make sense to forcibly close the connection.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"STL-301","05/22/2017 16:52:04",5,"Implement integration test for REST API behind Apache Proxy ""Implement an integration test for the REST API, such that an instance of the REST API sits behind an Apache server, which acts as a proxy.      Use this test to verify:  * the a the rest api properly responds and produces links that are relative to the proxy, not localhost  * the rest api functions behind a proxy with HTTP basic auth""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-302","05/22/2017 17:08:33",2,"Update sawtooth CLI to support HTTP Basic Auth ""Add support to the sawtooth CLI for a {{--user}} and {{--password}} optional arguments for specifying basic auth login information.    This assumes that HTTP basic auth has been configured on a proxy.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"STL-303","05/22/2017 17:11:47",2,"Update Intkey CLI to support Basic Auth ""Add support to the Intkey CLI for a {{--user}} and {{--password}} optional arguments for specifying basic auth login information.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-304","05/22/2017 17:14:25",2,"Update XO CLI to support Basic Auth ""Add support to the XO CLI for a {{--user}} and {{--password}} optional arguments for specifying basic auth login information.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-305","05/22/2017 17:29:51",2,"Extend integration test to include HTTPS proxy ""Extend the integration test built in STL-301 to include verifying support for proxies running HTTPS.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-307","05/22/2017 18:09:57",1,"Resolve Fossology documentation licensing ""HL Fossology report flagged unlicensed documentation files.  Have pointed out to HL that other major Apache-licensed projects do not license individual document files. Awaiting response.  Once resolved, issue JIRA item(s) as needed.""","",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-308","05/22/2017 19:27:56",2,"Document Apache proxy REST API setup ""In the System Administrator's Guide, document the process of putting the REST API behind an Apache proxy for authorization.""","",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-310","05/22/2017 19:52:02",3,"Enter Documentation Epics & Stories into JIRA ""We need to fill out the JIRA epics and stories we have planned for documentation.  At a minimum this include architecture and app dev guide.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"STL-311","05/22/2017 20:15:13",1,"Add Previous Block Id to State Delta Event Message ""In order to improve fork resolution and lost events, include the {{previous_block_id}} in the StateDeltaEvent protobuf message.  This will allow subscribers/clients to request the previous block's state deltas if the haven't missed or dropped the original event. ""","",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-316","05/24/2017 20:45:58",1,"Update Supply chain records to use native addressing ""Supplychain records should use serial numbers or some other natural addressing scheme to look up items. In the case of raw materials this should be a lot number or maybe even the sensor tag or nfc tag attached to the item upon harvesting. ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-317","05/24/2017 20:49:47",1,"Refactor the Application to allow it to be tracked ""Encapsulate the Application to be an object in the Record, that is either not set or the current object application.  Possible distinct object in it's own namespace, that is referenced by both the Agent(applicant) and the Record.  Extend the Record to track the history of applications and the results of those applications.           ""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"STL-322","05/25/2017 16:23:59",1,"Update Namespaces and Address Config example ""The config transaction family setting address scheme needs to be updated to match the more complex method of converting a key to an address.    Suggest using the intkey family scheme as the simple example.    See the config transaction family spec for details on the scheme""","",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-327","05/30/2017 21:39:56",1,"Fix --enclave_module command-line argument in PoET CLI ""PoET CLI commands/sub-commands should not have underscores.  Specifically `–poet_enclave` should be `--poet-enclave`.  Fix PoET CLI as well as all scripts and documentation.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-334","06/01/2017 04:16:37",1,"App Dev Guide: Introductory text for ""Installing and Running Sawtooth"" section ""The """"Installing and Running Sawtooth"""" section needs introductory text prior to the sections specific to docker and ubuntu.  This introductory text should describe what the section covers and the choices available to the reader.""","",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-335","06/01/2017 04:19:24",2,"App Dev Guide: section ""Using Sawtooth with Docker"" ""Complete """"Using Sawtooth with Docker"""" section with roughly the following TOC:    *Using Sawtooth with Docker*    ""","  - Introductory Text (in parent section)  - Install Docker Engine and Docker Compose  - Environment Setup    - Download the Docker Compose File    - Starting Sawtooth    - Stopping Sawtooth  - Logging into the Client Container  - Using the CLI Commands    - Creating and Submitting Transactions    # intkey workload, sawtooth submit    - Viewing the Block Chain     # sawtooth list/show blocks, transactions    - Viewing Global State        # sawtooth list/show state  - Connecting to the REST API    - From the Client Container    - From the Host Operating System  - Container Overview    # show log in to each, show what's running    - The Client Container    - The Validator Container    - The REST API Container    - The Config Transaction Processor Container    - The Intkey Transaction Processor Container    - The Xo Transaction Processor Container  - Viewing Log Files  ",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-338","06/02/2017 03:50:40",2,"Handle Ethereum nonces correctly ""Currently they are ignored except when creating contract accounts. Below is a partial list of the additional work that needs to be done:   * Whenever a contract is called, the nonce of the account associated with the contract must be incremented.   * If a transaction submitted contains a nonce that does not match the (sender’s?) account, the transaction is invalid.   * Burrow stores nonces as an int64 but since the nonce is a monotonically increasing value starting at 0, it probably makes more sense for this to be a uint64. Currently a type cast is performed when translating between the transaction payload and the EVM call.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-340","06/02/2017 03:58:29",3,"Research all the Ethereum/Burrow layers and decide where to ultimately position Sawtooth ""* Research how Solidity contracts are actually used by developers   * Research and identify all the layers between front-end developers, Solidity developers, Ethereum and Burrow, and the EVM   * Decide where it is best to position the Sawtooth Burrow-EVM integration""","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STL-342","06/02/2017 22:40:33",2,"Refactor XO Python for improved documentation readability ""The current structure of XO python is very difficult to consume, from a learning perspective.  Refactor the transaction handler to  improve readability for a new sawtooth app developer.""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-350","06/05/2017 05:51:15",2,"Add PoET SGX Enclave Code to sawtooth-core Repository ""The PoET SGX enclave code currently lives in a separate repository.  It should be moved to the sawtooth-core repository under `consensus/poet` according to the repository layout specified in Google doc.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-352","06/05/2017 05:53:27",2,"Update PoET SGX Build to Use Existing Debian Packages ""The PoET SGX enclave code requires the json-c and cryptopp libraries as dependencies.  Currently the code is manually built and libraries and headers are copied to a defined directory.  There exist pre-built Debian packages for crypto++ and json-c.  Migrate the code and build for PoET SGX to use these libraries.""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-353","06/05/2017 05:56:41",1,"Supply All Code/Licenses to Tom for Verification ""In order to get approval for releasing the PoET SGX code for open source, all licenses for libraries and tools used need to be submitted to IP/license verifiction system.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-354","06/05/2017 05:58:03",1,"Update All PoET SGX Code License Headers ""All current PoET SGX enclave code has the standard Intel license text header.  The header needs to be updated to be open source friendly version of Intel license header.""","",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-356","06/05/2017 06:04:49",3,"Create docker Container for Building PoET SGX Enclave ""A docker container needs to be created for building the PoET SGX enclave.  This includes automatic installation of all necessary required components (i.e., PoET SGX SDK, etc.)""","",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"STL-366","06/05/2017 15:03:51",2,"Enter App Dev Guide stories into JIRA based on TOC ""Based on the TOC described in STL-329, open up JIRA stories based on section.  Work with the team to figure out the right granularity of the JIRA stories.""","",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-367","06/05/2017 15:05:31",2,"Send Errors Back via REST API ""Currently, if a transaction fails, the REST API reports that the transaction is PENDING. This is misleading to the end-user.  This should return a response with more information:  ""","  {    """"data"""": {      """"<batch_id>"""": {        """"status"""": """"PENDING|COMMITED|REJECTED"""",        """"detail"""": """"<Error message from TP>"""" | null      }    }  }  ",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-368","06/05/2017 15:06:32",2,"Review App Dev Guide TOC ""Review the TOC for the App Dev Guide with the team and integrate any changes into the epic.""","",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-369","06/05/2017 15:07:44",1,"Update TpProcessResponse to include Error message ""Add fields to the TpProcessResponse to include    * {{string message}}  * {{bytes data}}    where message is the string message of the exception, and data is extended exception information.  Both fields are optional.""","",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-370","06/05/2017 15:11:00",2,"Update Python SDK to pass error information in responses ""Update the Python SDK to take the current exception messages and set the values on the TpProcessResponse message. This depends on STL-369's completion.""","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-371","06/05/2017 15:13:38",3,"Cache Invalid Transactions for Client Communication ""Cache invalid transactions to be reported back to the transaction submitter when requesting batch status.""","",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-372","06/05/2017 15:28:51",2,"Enter Architecture Doc TOC into Epic description ""Determine the key entries and structure of the Architecture Document ToC and add to the Architecture Documentation Epic as predecessor to subsequent stories to create content.""","",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STL-373","06/05/2017 15:29:36",2,"Enter Architecture Doc stories into JIRA based on TOC ""Create stories for building content for the Architecture Document based upon the agreed-upon ToC.""","",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
