"issuekey","created","storypoint","context","codesnippet","t_Bug","t_New.Feature","t_Story","t_Epic","t_Improvement","t_Technical.task","t_Sub.task","c_APIDoc","c_Guides","c_Tooling","c_Cloud","c_360","c_Stratus"
"TIDOC-1756","07/07/2014 19:15:54",1,"APIDoc: Backport TIDOC-1742 PR to 3.3.1 Backport https://github.com/appcelerator/titanium_mobile/pull/5884 to 3_3_X branch once 3.3.0 is released.","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1759","07/09/2014 02:30:39",3,"Update Field Services app documentation to reflect change in Node.ACS Recent changes in Node.ACS prevents the creation of Node.ACS projects with the same name in the same organization. This means by default, the imported Field Services app may not work.    This is the documentation in question:  http://docs.appcelerator.com/platform/latest/#!/guide/Quick_Start-section-37526523_QuickStart-ConfigureandPublishtheNode.ACSService    It should indicate that the user should modify the Node.ACS project name by updating the package.json file","",0,0,1,0,0,0,0,0,0,0,0,1,0
"TIDOC-1763","07/10/2014 09:25:08",5,"Node.ACS can support authenticated npm installs With the implementation of NODEJS-1442, Node.ACS can support authenticated npm installs.    a new field 'npmAuthentication' can be include in app package.json to specify whether authenticated npm install is needed.    user credentials are needed, the sequence to get the credentials is as follows:  1. if user provides Username/Password in the command line like `acs publish roby mypwd`, then the Username/Password will be used    2. if no command line arguments like `acs publish`, then will try to get creds from ~/.npmrc    3. if there is no ~/.npmrc file or no creds in ~/.npmrc, will prompt user to input Username/Password    for more details, please refer to NODEJS-1442.","",0,1,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1764","07/10/2014 21:39:38",8,"Document Node.ACS restrictions we need to document the memory limit of node.acs container is 256M and disk is 1.8G and the only writable places are the project current dir and /tmp","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1766","07/11/2014 01:21:52",3,"Android: Custom splashscreen is visible behind the tabs of the default 2 tabbed app h5.Note:  Cant confirm if this is a regression as building with 3.2.3.GA gives:      Changing it to Theme.Holo.Light/Black gives:    or    Not sure if I am using the wrong syntax to change the parent in the mytheme.xml file .          h5.Description:  1. Follow the docs for how to have a custom splash screen : http://docs.appcelerator.com/titanium/latest/#!/guide/Icons_and_Splash_Screens-section-29004897_IconsandSplashScreens-Splashscreens    Rename the 9 patch image to ""background.9.png"" rather than ""splash.9.png"". This is a CLI issue & a ticket for it is : https://jira.appcelerator.org/browse/TIMOB-17292    In the mytheme.xml replace  with     Follow the docs for rest of the process.    2. Build & run for android device.    h5.Actual Result:  1. We see the custom splash screen but it is also visible behind the tabs of the 2 tabbed app.    Screenshot attached for reference.    h5.Expected Result:  1. We should not see the custom splash screen behind the tabs of the 2 tabbed app.","  error: Error retrieving parent for item: No resource found that matches the given name 'Theme.AppCompat' error: Error retrieving parent for item: No resource found that matches the given name 'Theme.Holo.Light'error: Error retrieving parent for item: No resource found that matches the given name 'Theme.Holo.Black'<item name=""android:windowBackground"">@drawable/splash</item> <item name=""android:windowBackground"">@drawable/background</item>",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1767","07/14/2014 17:10:04",2,"Alloy: update 1.4.0 release notes re: alloy plugin update Per our email thread, the following (or something like it) should be added to the Alloy 1.4.0 release notes:    ------  Alloy 1.4.0 includes changes to the Alloy plugin, which is used by Studio to compile and launch your project. These changes will be applied automatically the first time you build a project after updating to 1.4.0. However, because that first build will use the old plugin, there’s a small chance that it will fail. Retrying the build should resolve such issues. Or, you can manually update the plugin with the following command:     {{alloy install plugin \[path_to_project\]}}    The current directory is assumed. So if you enter that command while in your project’s folder, you can omit the path. CLI users are not affected by this change.","",0,0,0,0,1,0,0,1,1,0,0,0,0
"TIDOC-1770","07/15/2014 05:30:00",3,"Cloud Android: Document onException method added to APSResponseHandler A new method named onException has been added to APSResponseHandler. This needs to be documented.    The new implementation for APSResponseHandler: https://github.com/jonalter/aps_sdk/blob/f257fc827ac524165e56ba62d7d77662ec70defc/android/cloud/APSCloud/src/main/java/com/appcelerator/aps/APSResponseHandler.java    For usage see example: https://github.com/jonalter/aps_sdk/blob/f257fc827ac524165e56ba62d7d77662ec70defc/android/cloud/APSCloudExample/src/main/java/com/appcelerator/apscloudexample/users/UsersLogin.java#L121    This method will be passed exceptions that happened on a background thread while AsyncTask was making the request to the server.","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1771","07/15/2014 16:22:29",5,"ACS/Node.ACS release notes For release note for 1.1.2    project in (""Appcelerator Cloud Services"", Node.ACS) AND type in (Improvement, Story, Epic, Bug, Task) AND  fixVersion = ""release v1.1.2"" and labels=""release-note"" ORDER BY Rank ASC    for 1.1.3    project in (""Appcelerator Cloud Services"", Node.ACS) AND type in (Improvement, Story, Epic, Bug, Task) AND  fixVersion = ""release v1.1.3"" and labels=""release-note"" ORDER BY Rank ASC​","",0,1,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1773","07/16/2014 18:45:57",5,"Alloy: Update Picker documentation to describe collection binding support The next version of Alloy (currently tagged 1.5.0) adds support for model/view binding on the PickerColumn tag. See https://github.com/appcelerator/alloy/tree/master/test/apps/testing/ALOY-440 for a sample app.    Note that binding on Picker itself is not supported. You have to do this on the column(s).    Probably, the sample code should go here: http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.UI.Picker    Plus, the ""repeater tags"" list and notes on http://docs.appcelerator.com/titanium/latest/#!/guide/Alloy_Data_Binding should be updated to include PickerColumn","",0,0,0,0,1,0,0,1,1,0,0,0,0
"TIDOC-1774","07/16/2014 20:18:52",5,"Document support for AndroidView with OptionDialog and AlertDialog The next version of Alloy (currently tagged as 1.5.0) will support using <AndroidView> in addition to <View> to define the component.androidView. Perhaps we should document this in the API docs for OptionDialog and AlertDialog.    For example, in the following, <AndroidView> or <View> is supported:    ","  <OptionDialog id=""dialog"" title=""Delete File?"">   <Options>    <Option>Confirm</Option>    <Option>Cancel</Option>   </Options>   <!-- Add a View or AndroidView for the androidView property here. -->   <AndroidView platform=""android"">    <Label text=""In an AndroidView""/>   </AndroidView>  </OptionDialog>  ",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-1775","07/16/2014 22:33:52",3,"Correlating native app with Node.ACS service The purpose of this ticket is to suggest changes to https://jira.appcelerator.org/browse/TIDOC-1710.    1. In the guide, there's this snippet of code:      There are too many square brackets. It should be:      2. There should be a section for creating a Node.ACS service as a native developer i.e. no AppcStudio on their machine. Here are a valid set of steps that seems to work:    # Download and install acs cli: {{sudo npm install -g acs}}  -- The version should be 1.0.15  # Log into dashboard: {{acs login --host admin.cloudapp-enterprise.appcelerator.com}}  # After installing acs, create a node.acs project: {{acs new <PROJ_NAME>}}  -- A list of orgs will appear in terminal and select the org that you're part of e.g.     # After creating the project, publish the project: {{acs publish -d <PROJ_NAME>}}  # Next, find your acs service on dashboard (see node_acs.png attachment)  # Copy the *Service URL* and it's ready for use    3. Once a native app makes a node.acs request, there are a couple of places that you can view the association:  - see service.png attachment to see which apps (native or titanium) is consuming this node.acs service  - see app_overview.png attachment to see which services the app is consuming    4. For the snippet of code examples, there should be another line of code that specifies how to fire the request. For example:    iOS      Android:  ","  [[[NSMutableURLRequest alloc] initWithURL:url];    [[NSMutableURLRequest alloc] initWithURL:url];    $ acs new monkey  ACS: Appcelerator Cloud Services Command-Line Interface, version 1.0.15  Copyright (c) 2012-2014, Appcelerator, Inc.  All Rights Reserved.    Admin Hostname: https://admin.cloudapp-enterprise-preprod.appcelerator.com  You belong to more than one organization. Please choose one to create the app for.    1) Appcelerator, Inc (14301)    2) Smitha Org (100000001)    3) wilsonOrg (100000005)    NSURL *url = [NSURL URLWithString:@""http://localhost:8080/method""];  NSMutableURLRequest* request = [[[NSMutableURLRequest alloc] initWithURL:url];  [request addValue:@""YOUR_APP_GUID"" forHTTPHeaderField:@""x-native-id""];    // Fire request  [[NSURLConnection alloc] initWithRequest:request delegate:self];    DefaultHttpClient httpclient = new DefaultHttpClient();  String url = ""http://localhost:8080/method"";  HttpPost httpPost = new HttpPost(url);  httpPost.addHeader(""x-native-id"" , ""<YOUR_APP_GUID>"");    // Fire request  httpclient.execute(httpPost);  ",0,0,0,0,1,0,0,0,1,0,1,0,0
"TIDOC-1789","07/17/2014 21:05:55",1,"Wrong Ti.UI.PICKER_TYPE_COUNT_DOWN_TIMER platforms The API document of [Ti.UI.PICKER_TYPE_COUNT_DOWN_TIMER|http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.UI-property-PICKER_TYPE_COUNT_DOWN_TIMER] shows it work for both android and iOS platform.     But in API document of [TI.UI.Picker|http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.UI.Picker-property-type] shows PICKER_TYPE_COUNT_DOWN_TIMER only work for iOS platform.    From source code:      h6.Expect:  PICKER_TYPE_COUNT_DOWN_TIMER should only work for iOS platform.  ","  if (type == UIModule.PICKER_TYPE_COUNT_DOWN_TIMER ) {      Log.w(TAG, ""Countdown timer not supported in Titanium for Android"");      return null;  }  ",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1777","07/18/2014 18:30:55",8,"Cloud: Add acs push log query api in cloud documentation Add acs push log query api in cloud documentation.    There is a wiki how to use this api on https://wiki.appcelerator.org/pages/viewpage.action?pageId=39682891.    Also need to state that logs will be deleted after 3 months.","",0,1,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1778","07/18/2014 22:05:20",1,"Add note that multiple PickerColumns are not supported with date or time type Pickers Our APIdocs should explicitly state that it's not valid to create multiple picker columns when using the date or time type pickers. This use-case is not supported by the native components. I don't know if anyone has ever even tried. But attempting to do so would fail. I know this is an edge-case. But, can we throw a short sentence saying ""you can't do this"" just to head off questions?","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-1779","07/18/2014 22:29:27",8,"Update ACS query docs for iOS/Android native SDK The ACS query docs still reference the old Cocoafish APIs. Need to update the text/code for both iOS and Android native SDKs.    http://docs.appcelerator.com/cloud/latest/#!/guide/search_query-section-queries-using-the-ios-sdk","",1,0,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1780","07/21/2014 05:36:21",2,"Node.ACS: 'npm start' apps should use port number provided by Node.ACS with the change of NODEJS-1535, there is no need to set the app port by {{acs config}} command for 'npm start' apps, those apps should use port number provided by Node.ACS via the {{PORT}} environment variable.    {{process.env.PORT}}","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1782","07/22/2014 05:30:29",2,"batch_delete and admin_drop_collection behavior will change after fixing CLOUDSRV-3894 after fixing CLOUDSRV-3894, some delete related api will change their behavior:    1.  batch_delete and delete api won't destroy any dependency objects by running a background job.    When deleting some objects from admin_batch_delete method or deleting an object from delete method, currently ACS will create a delayed job to delete all dependency objects of those deleted objects, which will cause app's objects count inconsistent and performance issue.    What is dependency object:     e.g.  when we create a Checkin object from a Place object, the Checkin object is the Place object's dependency object, before we fixing CLOUDSRV-3894, when we delete the Place object, ACS will create a PlaceBatchDestroyJob to delete all dependency objects of the deleted Place object, so in the PlaceBatchDestroyJob, the Checkin object will be deleted.    2. batch_delete and admin_drop_collection api will be async  all matched objects are not deleted immediately, will be deleted later.    affected models:  Checkin, Collection,CustomObject, Event, File, Photo, Place, Post, Review, Status, User,  only these models delete and batch_delete are async and don't delete any dependency objects.    For User, will delete friends related data and related push subscriptions for the deleted users.","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1784","07/23/2014 16:14:32",1,"ACS: admin batch delete just can delete 100,000 objects once ACS will add a limitation: admin batch delete just can delete 100,000 once.     If we allow customer to delete too many objects once by calling admin_batch_delete api, it will cause ACS performance issue, so we need to limit the matched objects.","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1785","07/24/2014 14:29:58",13,"Create generic REST API examples for Logs methods  Add generic REST/sendRequest() code examples to logs/querypushlogs.json and logs/querypushlogdetails.json methods for Titanium, iOS and Android.","",0,0,0,0,1,0,0,1,0,0,1,0,0
"TIDOC-1786","07/24/2014 14:34:28",3,"Doctools: hide ACS REST API  ""pseudo types"" in API reference TOC The PushLogs and PushLogDetails ACS data types are not actual REST API types, but are ""pseduo types"" returned by logs/querypushlogs and logs/querypushlogdetails methods.     We should hide these in the TOC, since they aren't real REST endpoints.","",0,0,0,0,1,0,0,0,0,1,1,0,0
"TIDOC-1787","07/24/2014 21:20:59",3,"Guides: iPad splash screen graphics sizes are listed incorrectly We list the wrong sizes for the four iPad splash screen graphics on http://docs.appcelerator.com/platform/latest/#!/guide/Icons_and_Splash_Screens-section-29004897_IconsandSplashScreens-iOSgraphicassetrequirementsandoptions    The correct graphics are noted in this link to the TiCons project:    https://github.com/FokkeZB/TiCons-CLI/blob/master/lib/specs.js#L160    Apparently we're not supposed to omit the height of the status bar, which ours do.     While we're at it, we should note that the iTunesArtwork and iTunesArtwork@2x graphics are needed only for development and AdHoc builds. They serve no purpose in production/AppStore builds and should be removed before you build & submit your app to the iTunes App Store. (Otherwise they're just making the IPA bigger.) See https://developer.apple.com/library/iOs/qa/qa1686/_index.html for a reference on that. The Titans and I tested with an app published without those files and the icon still appears in the iTunes desktop app (for syncing).","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1788","07/24/2014 23:47:26",5,"Android: Add new properties to activity Need to document the new properties for activity: onCreate, onStart, onRestart, onResume, onPause, onStop, onDestroy.","",0,1,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-2127","07/25/2014 03:27:45",1,"Code error in example in documentation ""where"" is duplicated in example","",1,0,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-2126","07/25/2014 03:34:04",8,"Old SDK referenced in documentation old SDKs referenced in code examples need to be cleaned up and pointed to new APS SDK.","",1,0,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1790","07/25/2014 16:52:34",3,"Change list-style-type to disc for ul > li's inside an ol By default, JSDuck assigns a numeric style to list items (li's) of an unordered list (ul) when the ul is inside an ordered list (ol), which is not really what you want. Instead, ul > li's should always use a disc list-style-type.","",0,0,0,0,1,0,0,0,0,1,1,0,0
"TIDOC-1791","07/27/2014 09:08:43",8,"Cloud: Provide a count API for each object type We are providing new apis for developers to get total count of each collection. Currently you can obtain the total count from the total_results in meta field returned by each query method. However, with the rework of range based pagination. the query method's total_results will be limited to 5000. So we need to provide a different api for developers to obtain the total count.     This API has no restriction, should be opened to all users.  For example:    We support objects ""acls"", ""chats"", ""checkins"", ""collections"", ""data_files"", ""email_templates"", ""events"", ""files"", ""geo_fences"", ""keyvalues"", ""messages"", ""objects"", ""photos"", ""places"", ""posts"", ""push_notification"", ""reviews"", ""statuses"", ""users"".","  $ curl -b stu_cookies.txt -c stu_cookies.txt -X GET""http://localhost:8082/v1/chats/count.json?key=LpQfoujdDHRl2YZUL3QPbWqOoA3FVpM6&pretty_json=true""  {    ""meta"": {      ""code"": 200,      ""status"": ""ok"",      ""method_name"": ""chatObjectCount""    },    ""response"": {      ""chats"": 1    }  }  ",0,1,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1795","07/28/2014 22:26:35",1,"Update ACS quickstart guide for iOS/Android SDKs The current [ACS Quickstart|http://docs.appcelerator.com/cloud/latest/#!/guide/acs_quickstart] guide is very Titanium SDK specific. We should either:    * Update it for iOS and Android native SDKs  * Remove it, as the information is duplicated in the Titanium SDK guide (http://docs.appcelerator.com/cloud/latest/#!/guide/titanium)  ","",1,0,0,0,0,0,0,0,1,0,1,0,0
"TIDOC-1796","07/30/2014 00:13:10",1,"Native APS Sample Project Download Link fails Pages affected:  http://docs.appcelerator.com/platform/latest/#!/guide/Quick_Start_Guide_for_iOS_APS_SDK-section-38733916_QuickStartGuideforiOSAPSSDK-QuickTutorial  http://docs.appcelerator.com/platform/latest/#!/guide/Quick_Start_Guide_for_Android_APS_SDK-section-38733859_QuickStartGuideforAndroidAPSSDK-QuickTutorial    The Download link fails and redirects you to a version of the docs main page with broken image links and doesn't recognize your user as logged-in. ","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1797","07/30/2014 00:58:36",2,"Correct/clarify discussion about <android:anyDensity> in Icons/Splash screen Android docs In [Icons & Splash Screen|http://docs.appcelerator.com/titanium/latest/#!/guide/Icons_and_Splash_Screens-section-29004897_IconsandSplashScreens-Splashscreens] docs there's this brief discussion:    bq. With anyDensity=false in your AndroidManifest.xml file (the default for Titanium projects), Android will scale the image to fit the device's screen size. Keep in mind that this could result in a splash screen that is stretched or compressed suboptimally for your users' devices.    Per [Google docs|http://developer.android.com/guide/topics/manifest/supports-screens-element.html#any]:    * {{anyDensity}} defaults to {{true}}, not false.  * You shouldn't set it to {{false}} unless you know it's necessary.","",1,0,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1798","07/30/2014 04:09:09",13,"Write Alloy 1.5.0 Release Notes The localStorage adapter only supports MobileWeb and Tizen and is outdated by the 'properties' adapter (that supports all platforms).   Deprecate in Alloy 1.5.0 release notes","",0,0,1,0,0,0,0,0,1,0,0,0,0
"TIDOC-1799","07/30/2014 04:16:02",1,"Doc: Add deprecation for 'localStorage' adapter for Alloy Models Here's the documentation mentiones 'localStorage' adapter.  http://docs.appcelerator.com/titanium/latest/#!/guide/Alloy_Sync_Adapters_and_Migrations-section-36739597_AlloySyncAdaptersandMigrations-Ready-MadeSyncAdapters","",0,0,1,0,0,0,0,0,1,0,0,0,0
"TIDOC-1801","07/30/2014 16:25:45",5,"Update Cloud doc landing page to match updated Titanium SDK page Update presentation of this page:  http://docs.appcelerator.com/cloud/latest/    To look more like Ben's redesign of this page:  http://docs.appcelerator.com/titanium/latest/    Grid layout, nice looking icons, more approachable/discoverable.","",0,0,0,0,1,0,0,0,1,0,1,0,0
"TIDOC-1802","07/31/2014 17:41:05",5,"Provides detailed steps to import/run ti.cloud example Per the [Ti.Cloud|http://docs.appcelerator.com/cloud/latest/#!/guide/titanium] docs:     {quote}  The Titanium.Cloud module also includes a sample application demonstrating each of the ACS request types. You can find this in the modules folder under the Titanium SDK folder. For example:    /Library/Application Support/Titanium/modules/commonjs/ti.cloud/<version>/example  {quote}    We should add steps to import/run the sample.     (Ideally, there would be a finished project to import, but it's not that easy to share ACS-enabled projects since the user will need to generate their own keys anyway. Easier to just have them drag/drop the files into a new services-enabled project they create.)","",0,0,0,0,1,0,0,0,1,0,1,0,0
"TIDOC-1804","08/01/2014 02:28:38",8,"Remove references to built-in / supplied widgets The sample / built-in widgets were deprecated in Alloy 1.4.0 and will be removed in the next version. There are a couple of mentions in the docs of these widgets:    The Importing Widgets section of http://docs.appcelerator.com/titanium/latest/#!/guide/Alloy_XML_Markup might need some rewording to be clear that Alloy doesn't supply any built-in widgets.    That section of the guide uses the com.appcelerator.searchForBooks as an example of a widget you could import. We probably also need to remove the Note that appears at the end of the Importing Widgets section of the doc.    Later in that document, the searchForBooks widget is again used as an example. See http://docs.appcelerator.com/titanium/latest/#!/guide/Alloy_XML_Markup-section-35621528_AlloyXMLMarkup-WidgetElement .     On the Widgets API page (http://docs.appcelerator.com/titanium/latest/#!/api/Alloy.Widget) the loading widget is used as an example.     Maybe it's not a problem to use the above widget names as illustrative examples, even though we won't be maintaining or publishing such widgets. ","",0,0,0,0,1,0,0,1,1,0,0,0,0
"TIDOC-1805","08/04/2014 05:57:00",3,"Node.ACS: Document ability to set more than one CNAME for an app with the change of NODEJS-1467, user can set more than one cname for a single app.    design doc:  https://wiki.appcelerator.org/display/cls/Multiple+CNAMEs+support+for+A+Single+App","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1808","08/04/2014 22:27:47",5,"ACS/Node.ACS 1.1.4 Release Notes fixVersion = ""Release v1.1.4"" AND project in (cloudsrv, Node.ACS) and labels = release-note","",0,1,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1809","08/05/2014 13:00:14",2,"ACL public_read and public_write should be string type in Cloud document:  1. for Acl create at http://docs.appcelerator.com/cloud/latest/#!/api/ACLs-method-create  2. for Acl update at http://docs.appcelerator.com/cloud/latest/#!/api/ACLs-method-update  ACS is defining public_read and public_write as boolean type, they should be string type.     e.g.  public_read : String  Determines whether objects controlled by this ACS are publically readable.   Default is false.  for REST API, you can set public_read and public_write like:  ","  curl -b c.txt -c c.txt -F ""name=access_photo_album"" -F ""public_read=true"" -F ""public_write=true"" https://api.cloud.appcelerator.com/v1/acls/create.json?key=<YOUR APP APP KEY>&pretty_json=true  ",1,0,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1812","08/07/2014 05:49:23",8,"ACS documentation should add admin_batch_delete method reference from description of https://jira.appcelerator.org/browse/CLOUDSRV-1780, lots of User want to use admin_batch_delete to delete app data from ACS, so we need to add admin batch delete api reference for related models.    admin batch delete api documentation can reference the doc at http://docs.appcelerator.com/cloud/latest/#!/guide/admin_access-section-admin-batch-delete.    1. method name:   admin_batch_delete      just app admin and super admin can call this api        2. parameter: where      where will specify the condition, all matched objects will be deleted.","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1858","08/07/2014 14:02:23",1,"TiUITab: Tab setIconIsMask spelling mistake in the docs Check out: https://github.com/appcelerator/titanium_mobile/blob/master/iphone/Classes/TiUITabProxy.m#L592  As you can see, the name of the function is setIconIsMask. Currently in the doc we have setIconIsmask which is obviously wrong, because it doesnt exists. ","",1,0,0,0,0,0,0,1,0,0,0,0,0
"TIDOC-1821","08/07/2014 16:16:10",3,"acs login shows username in paranthesis and still prompts for entering one Repro steps:        If your session is stored in ~.acs file, and if you try acs login, it will show the hint and still ask for username which is bad UX      Note:    This happens on carp also so this doesn't seem related to dashboard but just to nettle.     ","  mgadiyaMBP:proj12 mgadiya$ acs login --host admin.cloudapp-enterprise-preprod.appcelerator.com  ACS: Appcelerator Cloud Services Command-Line Interface, version 1.0.16  Copyright (c) 2012-2014, Appcelerator, Inc.  All Rights Reserved.    username: mgadiya@appcelerator.com  password: *********  Admin Hostname: https://admin.cloudapp-enterprise-preprod.appcelerator.com  Welcome back, mgadiya@appcelerator.com! You are now logged in.  mgadiyaMBP:proj12 mgadiya$ acs login --host admin.cloudapp-enterprise-preprod.appcelerator.com  ACS: Appcelerator Cloud Services Command-Line Interface, version 1.0.16  Copyright (c) 2012-2014, Appcelerator, Inc.  All Rights Reserved.    username (mgadiya@appcelerator.com):       mgadiyaMBP:proj13 mgadiya$ acs login --host admin.cloudapp-preprod.appcelerator.com  ACS: Appcelerator Cloud Services Command-Line Interface, version 1.0.16  Copyright (c) 2012-2014, Appcelerator, Inc.  All Rights Reserved.    username: mgadiya@appcelerator.com  password: *********  Admin Hostname: https://admin.cloudapp-preprod.appcelerator.com  Welcome back, Mukesh! You are now logged in.  mgadiyaMBP:proj13 mgadiya$ acs login --host admin.cloudapp-preprod.appcelerator.com  ACS: Appcelerator Cloud Services Command-Line Interface, version 1.0.16  Copyright (c) 2012-2014, Appcelerator, Inc.  All Rights Reserved.    username (mgadiya@appcelerator.com):   ",1,0,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1814","08/07/2014 22:08:38",3,"Add documentation for ALOY-443 h5. Description  Add documentation for https://jira.appcelerator.org/browse/ALOY-443 : Enable more complex notation in binding    ","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1816","08/08/2014 02:45:05",1,"Node.ACS cannot catch stdout & stderr from child processes forked by app acs command 'acs loglist' and 'acs logcat' are used to show logs from a Node.ACS app. This works only for the root process of an app. Outputs from child processes forked by the app root process will not be caught.","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1818","08/08/2014 23:56:30",3,"ListView: Document restrictions for ItemTemplate Only the following views are supported in the ItemTemplate:  Label, Button, ImageView, ProgressBar, ActivityIndicator, Switch, Slide, TextField and TextArea.  ","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-1819","08/11/2014 19:28:17",2,"Create Insights release notes page Need Insights release notes page so Dashboard can pull content into new Downloads page.","",0,1,0,0,0,0,0,0,0,0,1,0,0
"TIDOC-1820","08/11/2014 22:29:41",3,"Added info about CFBundleLocalizations key to localization guide To have your iOS apps to display localized strings for system buttons (""Cancel"", etc) and others, you need to add a CFBundleLocalizations key to your tiapp.xml:         Need to add this to the localization guide (https://wiki.appcelerator.org/display/guides2/Internationalization).    Apparently, this also affects what international App stores your app appears in, e.g  https://developer.appcelerator.com/question/92471/localization-not-displayed-on-the-appstore    cc: [~aleard]","  <key>CFBundleLocalizations</key>     <array>        <string>en</string>        <string>ja</string>        <string>es</string>     </array>  ...  ",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-1823","08/12/2014 06:53:27",2,"Node.ACS: Document improvement to prompt for username and password if not logged in with the change of NODEJS-1482  If the user wants to run an acs command but he is not logged in, node.acs cli will prompt for his username and password right then and there, log him in, and then proceed with the original command","",0,0,0,0,1,0,0,0,0,0,1,0,0
"TIDOC-1824","08/12/2014 16:32:33",1,"No need to specify 'framework:none' for standard Node.ACS app Per NODEJS-1437, it's no longer necessary to include ""framework"": ""none"" in package.json for standard Node.ACS apps. If no framework is specified, it's assumed to be ""none"".    Doc touch points (may be others):  http://docs.appcelerator.com/cloud/latest/#!/guide/node_standard  http://docs.appcelerator.com/cloud/latest/#!/guide/node_cli_new","",0,0,0,0,1,0,0,0,1,0,1,0,0
"TIDOC-1826","08/12/2014 19:15:57",5,"Missing docs for Node.ACS logger utility  The ACS logger utility (https://github.com/appcelerator/node-acs/blob/master/nettle-server/lib/shared/logger.js) used by the chatroom example (https://docs.appcelerator.com/cloud/latest/#!/guide/node_samples_multichatroom) should be documented as part of the Logging guide (http://docs.appcelerator.com/cloud/latest/#!/guide/node_logging).    There are several exported methods (info(), warn(), setLevel()) and the `levels` array property.  ","",1,0,0,0,0,0,0,0,1,0,1,0,0
"TIDOC-1827","08/12/2014 23:27:50",3,"Alloy: add documentation for ALOY-994 h5. New Feature description  New documentation for ALOY-994 : ""Add <ActionBar> tag to set activity.actionBar properties"" should be added.  ","",0,1,0,0,0,0,0,1,1,0,0,0,0
"TIDOC-1828","08/13/2014 01:18:13",13,"Android Material Theme Update Android Theme and Android UI guides for the new Android-L Material Theme","",0,1,0,0,0,0,0,0,1,0,0,0,0
"TIDOC-1829","08/13/2014 01:21:44",13,"Android-L Notifications Placeholder ticket for Android notification refactor.  May require updating the Android Notifications guide as well as API docs depending on the extent of the changes.","",0,0,0,0,1,0,0,0,1,0,0,0,0
"TIDOC-1830","08/13/2014 01:24:48",5,"Android View Shadows Document new view shadows for Android.  Looks like they are adding a Z property to some of the existing APIs.","",0,0,0,0,1,0,0,1,0,0,0,0,0
"TIDOC-1835","08/13/2014 01:35:49",13,"iOS8 Interactive Notifications Need to create a new guide for iOS notifications.","",0,1,0,0,0,0,0,1,1,0,0,0,0
"TIDOC-1851","08/13/2014 17:31:02",5,"Update docs regarding code injection behavior change Appc Studio 3.3.0 does not add amp initialization code to alloy.js as it used to do    My alloy.js is always empty (except for comments) when i create a new alloy basic app. As such, i cannot add breadcrumbs using the amp or Globals.Alloy.apm commands (as described here: http://docs.appcelerator.com/platform/latest/#!/guide/Performance-section-37523118_Performance-CreateaBreadcrumbTrail).    The code that should be added is:        Workaround is to do it manually in the controller file (index.js):      ","  // START: APM service code injection  // Require the apm module  Alloy.Globals.apm = undefined;  try {  Alloy.Globals.apm = require(""com.appcelerator.apm"");  }  catch (e) {  Ti.API.info(""com.appcelerator.apm module is not available"");  }    // Initialize the module if it is defined  Alloy.Globals.apm && Alloy.Globals.apm.init();  // END: APM code injection    var apm = require(""com.appcelerator.apm"");  and then add breadcrumbs as follows:  apm.leaveBreadcrumb('AppStart');  ",1,0,0,0,0,0,0,0,1,0,0,0,0
