"issuekey","created","storypoint","context","codesnippet","t_Bug","t_Story","t_Improvement","t_Epic","t_Technical.task","c_PyDev","c_Terminal","c_Editor","c_Project.Explorer","c_Content.Assist","c_Usability","c_PHP","c_JS","c_Ruby","c_Publishing","c_Build","c_Validation","c_App.Explorer","c_Source.Control","c_Debugging","c_Update","c_Testing","c_Outline","c_CSS","c_HTML","c_Colorization","c_Preview","c_Navigation","c_File","c_Scripting","c_Documentation","c_Formatting","c_Installer","c_XML","c_Indexing","c_Folding","c_Project","c_Theme","c_Hover","c_Performance","c_Servers","c_Parsing","c_Samples","c_JS.Libraries","c_Analytics","c_CoffeeScript","c_Templates"
"APSTUD-4650","04/16/2012 09:51:25",8,"Revisit the loading of samples from Rubles to prevent multiple reloads of the same content It appears that the samples are being loaded twice from Rubles. I have my whole of samples list deleted (but then it's re-added). Turn on the relevant troubleshooting items and restart Studio to see the following log messages:        I get a script loaded event for /Users/ingo/Documents/Projects/Aptana/rubles/text.ruble/bundle.rb which deletes all my samples. It seems like we should only delete (and re-add) the samples associated with my bundle, not the whole lot.    FWIW, TemplateManager seems to only listen for ElementVisibility. When I comment out the load-cycle listener, it seems to still work fine and I don't get the add/remove/add. Also, If it do the same ModelFilter and comment out the remove part of loadBundleSampleElements() (make it the same effectively as loadTemplatesFromBundles()) It also seems to work fine for me.","  !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:42.008  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.kitchensink.ipad; name = Kitchen Sink iPad    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:42.010  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.kitchensink; name = Kitchen Sink    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:42.010  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.kitchensink.nook; name = Kitchen Sink Nook    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:42.011  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.rss; name = RSS Reader    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:42.011  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.mapping; name = Geocoder    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:42.011  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.todo; name = Todo List    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.830  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Removed all existing samples    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.835  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager adding the list of samples    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.835  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.mapping; name = Geocoder    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.835  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.rss; name = RSS Reader    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.836  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.todo; name = Todo List    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.837  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.kitchensink; name = Kitchen Sink    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.849  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.kitchensink.nook; name = Kitchen Sink Nook    !ENTRY com.aptana.samples 1 0 2012-04-14 05:08:48.850  !MESSAGE (Build 3.0.0.qualifier) [INFO] com.aptana.samples/debug/manager Added sample: id = com.appcelerator.titanium.mobile.samples.kitchensink.ipad; name = Kitchen Sink iPad  ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"APSTUD-4652","04/16/2012 10:37:37",13,"Switch CSS scanner over to JFlex Currently, we're using the Eclipse IRule system for our CSS parser's lexer. We were doing this for JS and then switched to JFlex to improve performance. I don't recall the exact improvement factor for scanning, but I believe our JS parse became roughly 6x faster with that change. We should consider moving to JFlex for CSS for the same reasons.","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"APSTUD-4654","04/16/2012 10:41:05",13,"Use JFlex scanner for JavaScript colorization We're currently using Eclipse IRules for colorization. From experience with the JS parsing infrastructure, we have found that we can get a good performance improvement by switching over to a JFlex-based scanner. We should consider moving all languages from IRules over to JFlex for this reason.","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"APSTUD-4655","04/16/2012 10:42:14",5,"Use JFlex scanners for JavaScript partitioning We're currently using Eclipse IRules for partitioning. From experience with the JS parsing infrastructure, we have found that we can get a good performance improvement by switching over to a JFlex-based scanner. We should consider moving all languages from IRules over to JFlex for this reason.","",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"APSTUD-4661","04/17/2012 15:13:30",8,"Refresh using Native Hooks or Polling Can't be Turned off (reappears after restart) I've just upgraded to the latest aptana release (3.1.1.201204131931) and immediately hitting cpu usage issues with the CPU jumping to 90%ish every few seconds corresponding to a refresh of the workspace every few seconds. So I guess on my system Aptana the option 'Refresh using Native hooks or polling' is polling rather than hooks as it happens regardless of whether or not I'm doing anything.    I've traced it down to the 'Refresh using Native Hooks or Polling' which is under the Workspace menu. If I turn it off, the system quietens down and all is fine.     However, on a restart, this 'option' has reselected itself meaning (I guess) that the option is not reading it's setting correctly from the options saved (or perhaps isn't getting saved to the file?)    So the bug I'm reporting here is the preference can't be set beyond a restart and, of course, like all preferences it should be.    A second bug I guess is quite why the refresh of the workspace uses so much CPU - my system has 8000 files on a fairly old machine so I'm guessing it's hitting limits on my machine (results will of course vary on other machines). I've commented on that before (in the forums) and it was all fine in version 3 until now. I'll repeat my guess that there is a very inefficient method involved in the refresh of the workspace that still hasn't been resolved.     Anyway - hopefully to replicate ...    Type Workspace in to the preferences and select Workspaces at the bottom to get the ""Refresh ... "" option. Unselect it. Restart the studio, go back to that preference and you'll (hopefully) see it selected again.    I've attached two images - the first when I deselected the option. The second when I restarted showing the option has been selected again.","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"APSTUD-4662","04/17/2012 17:36:31",8,"Unable to cloak folders Why, after new updates, I am unable to cloak folders anymore?    --  To reproduce:    # Set up a FTP connection with a project using the instruction here: https://wiki.appcelerator.org/display/tis/FTP%2C+SFTP%2C+and+FTPS+Deployment#FTP%2CSFTP%2CandFTPSDeployment-AssociateaFTPConnectionwithaProjectUsingProjectExplorer;  # Right-click on a folder in the project and select ""Publish > Cloak this file type"".    Expected result: the folder will show a cloaking decorator.    Actual result: no decorator is added to the folder icon.  ","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APSTUD-4663","04/18/2012 00:22:52",8,"Git doesn't recognize file changes After updating to version 3.1.1.201204131931, Git doesn't recognize file changes anymore and commit option stays disabled. Also there are no asterisk character next to file name. Restarting Aptana helps so that changed files are now marked with asterisk and commit is enabled, but again new changes are ignored.","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APSTUD-4666","04/18/2012 09:34:28",8,"Reverting an unstaged file deletion in git doesn't restore the deleted file If you've deleted a file but haven't staged/committed that deletion, you'll see it in your commit dialog. If you choose to ""revert"" that deletion, it'll disappear fromt he commit dialog, but won't actually get restored. We likely need to handle ""revert""ing deleted files specially and run ""git checkout -- <file-path>""","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APSTUD-4670","04/18/2012 15:48:48",8,"Multiple saves of same file => multiple listings of file in git commit dialogue It appears that each time a file is saved, it's added to the unstaged list, even if it's already there. This can lead to very long and repetitive list of files in the git commit dialogue. It can also cause changes not to be displayed correctly.    This behaviour appears to have arrived with version 3.1.1.","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APSTUD-4674","04/18/2012 18:03:53",0,"Add support for Microsoft filters syntax to CSS I am using the latest version of Aptana (3.1.1) as a plugin in Zend Studio 9.0.2.    When using Microsoft Filters (in this example, opacity), the line is marked as invalid syntax:    ","  .disabled img {    filter: progid:DXImageTransform.Microsoft.Alpha(Opacity=40); //This line is marked as invalid due to the second colon.    opacity: 0.4;  }  ",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
